Subjects	Model	Phenotype	Predictor	Freq	N	Effect	SE	P.value	FDR
All	1	CTE	H1B1G1	0.387	447	0.272	0.169	0.108270187954521	0.316197875815686
All	1	DementiaHx	H1B1G1	0.392	430	0.643	0.208	0.00211961315097797	0.0339138104156475
All	1	amygdala	H1B1G1	0.387	447	0.416	0.14	0.00315263793807397	0.0715018621471201
All	1	CA1	H1B1G1	0.387	447	0.246	0.137	0.0735465923893812	0.308195244298359
All	1	CA2	H1B1G1	0.387	447	0.283	0.138	0.0410872194677048	0.212686783126943
All	1	CA4	H1B1G1	0.387	447	0.303	0.137	0.0273573917863807	0.171960748371536
All	1	entorhinal	H1B1G1	0.387	447	0.407	0.144	0.00487512696457637	0.0715018621471201
All	1	inforbfront	H1B1G1	0.387	447	0.371	0.137	0.00695050957906829	0.0751605709381541
All	1	infpar	H1B1G1	0.387	447	0.403	0.139	0.00398721697542914	0.0715018621471201
All	1	loccoer	H1B1G1	0.387	447	0.104	0.139	0.453332626818569	0.867245025218132
All	1	midfront	H1B1G1	0.387	447	0.383	0.138	0.00583114042515342	0.0733057653447858
All	1	suptemp	H1B1G1	0.387	447	0.505	0.141	0.000368079075135253	0.0161954793059511
All	1	CTEstage	H1B1G1	0.387	446	0.302	0.136	0.0268354648300655	0.171746974912419
All	1	subnigra	H1B1G1	0.387	447	0.313	0.134	0.0200611665733494	0.139211551840933
All	1	AT8PositiveTissue.log	H1B1G1	0.387	447	0.445	0.156	0.0045467951762419	0.0484991485465803
All	1	CTE	H1B1G2	0.106	447	-0.067	0.243	0.781548413561101	0.893198186926973
All	1	DementiaHx	H1B1G2	0.103	430	0.022	0.295	0.940879464934585	0.985033879849898
All	1	amygdala	H1B1G2	0.106	447	-0.136	0.207	0.513478383646692	0.897530517907903
All	1	CA1	H1B1G2	0.106	447	-0.051	0.199	0.797425543435159	0.998422771522282
All	1	CA2	H1B1G2	0.106	447	-0.032	0.207	0.878233469707998	0.998422771522282
All	1	CA4	H1B1G2	0.106	447	0.181	0.202	0.370752495389718	0.788197525596345
All	1	entorhinal	H1B1G2	0.106	447	-0.132	0.207	0.524573339167721	0.897530517907903
All	1	inforbfront	H1B1G2	0.106	447	-0.005	0.206	0.979004394660674	0.998422771522282
All	1	infpar	H1B1G2	0.106	447	-0.058	0.203	0.775344617405534	0.998422771522282
All	1	loccoer	H1B1G2	0.106	447	0.092	0.203	0.65271328065834	0.954846583747462
All	1	midfront	H1B1G2	0.106	447	-0.097	0.2	0.627373919564127	0.951877671062813
All	1	suptemp	H1B1G2	0.106	447	-0.195	0.203	0.338041882058558	0.762761169773157
All	1	CTEstage	H1B1G2	0.105	446	-0.203	0.203	0.317337498578881	0.564155553029122
All	1	subnigra	H1B1G2	0.106	447	0.014	0.202	0.945097991716784	0.998422771522282
All	1	AT8PositiveTissue.log	H1B1G2	0.106	447	-0.088	0.24	0.714133449849553	0.846380385006878
All	1	CTE	H1B1G3	0.046	447	-0.15	0.376	0.690000030268046	0.846380385006878
All	1	DementiaHx	H1B1G3	0.045	430	-0.698	0.413	0.0915586123937104	0.316197875815686
All	1	amygdala	H1B1G3	0.046	447	-0.053	0.322	0.869076697294568	0.998422771522282
All	1	CA1	H1B1G3	0.046	447	-0.494	0.312	0.114796995711833	0.404085424905652
All	1	CA2	H1B1G3	0.046	447	-0.012	0.32	0.969703389792613	0.998422771522282
All	1	CA4	H1B1G3	0.046	447	-0.44	0.324	0.175073006249439	0.496981437095182
All	1	entorhinal	H1B1G3	0.046	447	-0.276	0.327	0.399444714455097	0.817468252838338
All	1	inforbfront	H1B1G3	0.046	447	-0.134	0.316	0.672438734144888	0.954846583747462
All	1	infpar	H1B1G3	0.046	447	-0.255	0.315	0.4188946008208	0.820831821035614
All	1	loccoer	H1B1G3	0.046	447	-0.194	0.334	0.562890580748384	0.900624929197415
All	1	midfront	H1B1G3	0.046	447	-0.209	0.311	0.501972372712959	0.897530517907903
All	1	suptemp	H1B1G3	0.046	447	0.058	0.31	0.851323823233477	0.998422771522282
All	1	CTEstage	H1B1G3	0.046	446	-0.359	0.306	0.241305477791828	0.454222075843441
All	1	subnigra	H1B1G3	0.046	447	0.25	0.31	0.419743544847757	0.820831821035614
All	1	AT8PositiveTissue.log	H1B1G3	0.046	447	-0.455	0.364	0.212257341685166	0.452815662261687
All	1	CTE	H1B1G4	0.001	447	-14.149	535.412	0.978929821784262	0.985033879849898
All	1	DementiaHx	H1B1G4	0.001	430	-16.569	882.744	0.985033879849898	0.985033879849898
