Subjects	Model	Phenotype	Predictor	Freq	N	Effect	SE	P.value	FDR
All	1	amygdala	H2A2G2	0.038	526	0.071	0.308	0.817060963143337	0.894356045543034
All	2	amygdala	H2A2G2	0.038	447	0.437	0.345	0.205674905141287	0.837506598567389
All	3	amygdala	H2A2G2*footyrs	0.038	447	0.007	0.076	0.927449455317802	0.956931973449498
All	1	CA1	H2A2G2	0.038	526	0.127	0.301	0.673551926856217	0.894356045543034
All	2	CA1	H2A2G2	0.038	447	0.313	0.332	0.34585620917993	0.837506598567389
All	3	CA1	H2A2G2*footyrs	0.038	447	-0.05	0.067	0.456850127643349	0.913700255286698
All	1	CA2	H2A2G2	0.038	526	-0.293	0.307	0.340488607000092	0.894356045543034
All	2	CA2	H2A2G2	0.038	447	-0.202	0.345	0.558337732378259	0.837506598567389
All	3	CA2	H2A2G2*footyrs	0.038	447	-0.027	0.07	0.700476631145989	0.956931973449498
All	1	CA4	H2A2G2	0.038	526	-0.212	0.308	0.491411243845651	0.894356045543034
All	2	CA4	H2A2G2	0.038	447	-0.064	0.342	0.852629557579309	0.905835890146303
All	3	CA4	H2A2G2*footyrs	0.038	447	-0.004	0.071	0.956931973449498	0.956931973449498
All	1	entorhinal	H2A2G2	0.038	526	-0.168	0.315	0.594900966554193	0.894356045543034
All	2	entorhinal	H2A2G2	0.038	447	-0.042	0.358	0.905835890146303	0.905835890146303
All	3	entorhinal	H2A2G2*footyrs	0.038	447	-0.009	0.078	0.903702092403147	0.956931973449498
All	1	inforbfront	H2A2G2	0.038	526	-0.067	0.296	0.819826375081115	0.894356045543034
All	2	inforbfront	H2A2G2	0.038	447	0.208	0.328	0.526984939413811	0.837506598567389
All	3	inforbfront	H2A2G2*footyrs	0.038	447	-0.105	0.065	0.103237549141405	0.547054604842776
All	1	infpar	H2A2G2	0.038	526	-0.449	0.302	0.137085628503897	0.894356045543034
All	2	infpar	H2A2G2	0.038	447	-0.312	0.333	0.3490250132019	0.837506598567389
All	3	infpar	H2A2G2*footyrs	0.038	447	-0.084	0.063	0.182351534947592	0.547054604842776
All	1	loccoer	H2A2G2	0.038	526	0.025	0.313	0.935491568466791	0.935491568466791
All	2	loccoer	H2A2G2	0.038	447	0.236	0.329	0.47294359380235	0.837506598567389
All	3	loccoer	H2A2G2*footyrs	0.038	447	-0.031	0.069	0.655218502654038	0.956931973449498
All	1	midfront	H2A2G2	0.038	526	-0.15	0.294	0.610936539010226	0.894356045543034
All	2	midfront	H2A2G2	0.038	447	0.224	0.335	0.50433791695907	0.837506598567389
All	3	midfront	H2A2G2*footyrs	0.038	447	-0.131	0.067	0.0501520729058309	0.547054604842776
All	1	suptemp	H2A2G2	0.038	526	-0.297	0.297	0.318121379253401	0.894356045543034
All	2	suptemp	H2A2G2	0.038	447	-0.062	0.333	0.853024904801781	0.905835890146303
All	3	suptemp	H2A2G2*footyrs	0.038	447	-0.091	0.067	0.173790885063312	0.547054604842776
All	1	CTEstage	H2A2G2	0.038	525	-0.162	0.308	0.599302171831918	0.894356045543034
All	2	CTEstage	H2A2G2	0.038	447	0.127	0.351	0.717944057305552	0.905835890146303
All	3	CTEstage	H2A2G2*footyrs	0.038	447	0.092	0.086	0.287248798766093	0.689397117038623
All	1	subnigra	H2A2G2	0.038	526	0.23	0.313	0.461759526842091	0.894356045543034
All	2	subnigra	H2A2G2	0.038	447	0.682	0.346	0.0491007201959532	0.589208642351438
All	3	subnigra	H2A2G2*footyrs	0.038	447	-0.004	0.074	0.955336039019805	0.956931973449498
