Subjects	Model	Phenotype	Predictor	Freq	N	Effect	SE	P.value	FDR
All	1	amygdala	H1_gamma_dosage	1.082	537	0.11	0.092	0.233641604789439	0.561822828556337
All	2	amygdala	H1_gamma_dosage	1.079	456	0.018	0.104	0.860207223065801	0.994890805927099
All	3	amygdala	H1_gamma_dosage*footyrs	1.079	456	0.018	0.02	0.386041476979145	0.514721969305527
All	1	CA1	H1_gamma_dosage	1.082	537	0.022	0.092	0.810468938577054	0.88414793299315
All	2	CA1	H1_gamma_dosage	1.079	456	-0.068	0.1	0.496570547346536	0.699254202367096
All	3	CA1	H1_gamma_dosage*footyrs	1.079	456	0.026	0.019	0.175266869753498	0.514721969305527
All	1	CA2	H1_gamma_dosage	1.082	537	0.196	0.091	0.0309810018155456	0.371772021786547
All	2	CA2	H1_gamma_dosage	1.079	456	0.167	0.103	0.1057310576135	0.422924230454
All	3	CA2	H1_gamma_dosage*footyrs	1.079	456	0.014	0.02	0.49271210525834	0.591254526310008
All	1	CA4	H1_gamma_dosage	1.082	537	0.15	0.093	0.107526127237565	0.561822828556337
All	2	CA4	H1_gamma_dosage	1.079	456	0.112	0.106	0.293860283526304	0.699254202367096
All	3	CA4	H1_gamma_dosage*footyrs	1.079	456	0.019	0.021	0.351527806128068	0.514721969305527
All	1	entorhinal	H1_gamma_dosage	1.082	537	0.029	0.094	0.759512149429864	0.88414793299315
All	2	entorhinal	H1_gamma_dosage	1.079	456	0.001	0.106	0.994890805927099	0.994890805927099
All	3	entorhinal	H1_gamma_dosage*footyrs	1.079	456	0.023	0.021	0.277890460897681	0.514721969305527
All	1	inforbfront	H1_gamma_dosage	1.082	537	0.034	0.091	0.713418163451297	0.88414793299315
All	2	inforbfront	H1_gamma_dosage	1.079	456	-0.103	0.102	0.313774093523994	0.699254202367096
All	3	inforbfront	H1_gamma_dosage*footyrs	1.079	456	0.018	0.02	0.354212576832487	0.514721969305527
All	1	infpar	H1_gamma_dosage	1.082	537	0.013	0.091	0.88844319234447	0.88844319234447
All	2	infpar	H1_gamma_dosage	1.079	456	-0.091	0.101	0.367671621126258	0.699254202367096
All	3	infpar	H1_gamma_dosage*footyrs	1.079	456	0.021	0.019	0.286928574466479	0.514721969305527
All	1	loccoer	H1_gamma_dosage	1.082	537	0.092	0.093	0.324859949645739	0.649719899291478
All	2	loccoer	H1_gamma_dosage	1.079	456	0.072	0.103	0.48738029023351	0.699254202367096
All	3	loccoer	H1_gamma_dosage*footyrs	1.079	456	0.03	0.02	0.147048395074711	0.514721969305527
All	1	midfront	H1_gamma_dosage	1.082	537	-0.036	0.09	0.689256375879037	0.88414793299315
All	2	midfront	H1_gamma_dosage	1.079	456	-0.174	0.101	0.0859660471383237	0.422924230454
All	3	midfront	H1_gamma_dosage*footyrs	1.079	456	-0.006	0.02	0.781449094646705	0.819268140760397
All	1	suptemp	H1_gamma_dosage	1.082	537	0.037	0.091	0.684934750669917	0.88414793299315
All	2	suptemp	H1_gamma_dosage	1.079	456	-0.065	0.102	0.524440651775322	0.699254202367096
All	3	suptemp	H1_gamma_dosage*footyrs	1.079	456	0.018	0.019	0.360416106589238	0.514721969305527
All	1	CTEstage	H1_gamma_dosage	1.082	536	-0.104	0.088	0.234092845231807	0.561822828556337
All	2	CTEstage	H1_gamma_dosage	1.079	456	-0.162	0.099	0.103618042629572	0.422924230454
All	3	CTEstage	H1_gamma_dosage*footyrs	1.079	456	-0.027	0.021	0.198175517669348	0.514721969305527
All	1	subnigra	H1_gamma_dosage	1.082	537	0.113	0.091	0.216415703400437	0.561822828556337
All	2	subnigra	H1_gamma_dosage	1.079	456	0.002	0.103	0.985363027851724	0.994890805927099
All	3	subnigra	H1_gamma_dosage*footyrs	1.079	456	-0.005	0.021	0.819268140760397	0.819268140760397
