Subjects	Model	Phenotype	Predictor	Freq	N	Effect	SE	P.value	FDR
Cases	1	amygdala	H1B3G1	0.005	364	-0.289	0.979	0.768049661093412	0.955743584465932
Cases	2	amygdala	H1B3G1	0.003	328	-2.642	1.24	0.0338910684967044	0.119921709774785
Cases	3	amygdala	H1B3G1*footyrs	0.003	328	-0.265	0.249	0.288326228954078	0.384434971938771
Cases	1	CA1	H1B3G1	0.005	364	-0.395	0.956	0.680038809827459	0.955743584465932
Cases	2	CA1	H1B3G1	0.003	328	-2.818	1.366	0.0399739032582618	0.119921709774785
Cases	3	CA1	H1B3G1*footyrs	0.003	328	2.624	0.057	0	0
Cases	1	CA2	H1B3G1	0.005	364	0.045	0.812	0.955743584465932	0.955743584465932
Cases	2	CA2	H1B3G1	0.003	328	-0.209	1.3	0.872107785432244	0.95139031138063
Cases	3	CA2	H1B3G1*footyrs	0.003	328	-0.689	0.067	4.44089209850063e-16	7.61295788314394e-16
Cases	1	CA4	H1B3G1	0.005	364	-0.668	0.934	0.475392924787531	0.955743584465932
Cases	2	CA4	H1B3G1	0.003	328	-0.762	1.442	0.597400411119873	0.793121020510812
Cases	3	CA4	H1B3G1*footyrs	0.003	328	-2.779	0.065	0	0
Cases	1	entorhinal	H1B3G1	0.005	364	0.184	0.992	0.853257848594885	0.955743584465932
Cases	2	entorhinal	H1B3G1	0.003	328	-1.726	1.355	0.203645397186464	0.407290794372928
Cases	3	entorhinal	H1B3G1*footyrs	0.003	328	-0.821	0.06	0	0
Cases	1	inforbfront	H1B3G1	0.005	364	-0.691	0.99	0.485742029187767	0.955743584465932
Cases	2	inforbfront	H1B3G1	0.003	328	-1.235	1.151	0.283781488280372	0.486482551337781
Cases	3	inforbfront	H1B3G1*footyrs	0.003	328	0.126	0.247	0.610435412768347	0.689538206671052
Cases	1	infpar	H1B3G1	0.005	364	-0.067	1.089	0.951022253981956	0.955743584465932
Cases	2	infpar	H1B3G1	0.003	328	-0.595	1.328	0.654470198607257	0.793121020510812
Cases	3	infpar	H1B3G1*footyrs	0.003	328	3.974	0.093	0	0
Cases	1	loccoer	H1B3G1	0.005	364	-2.639	0.994	0.00828136916122557	0.0993764299347068
Cases	2	loccoer	H1B3G1	0.003	328	-4.962	1.366	0.000330298957219366	0.0019817937433162
Cases	3	loccoer	H1B3G1*footyrs	0.003	328	0.564	0.068	7.50510764646606e-14	1.12576614696991e-13
Cases	1	midfront	H1B3G1	0.005	364	-1.41	0.979	0.150704154719348	0.602816618877392
Cases	2	midfront	H1B3G1	0.003	328	-2.193	1.153	0.0580565775526449	0.139335786126348
Cases	3	midfront	H1B3G1*footyrs	0.003	328	0.118	0.246	0.632076689448464	0.689538206671052
Cases	1	suptemp	H1B3G1	0.005	364	1.837	1.17	0.117274884806049	0.602816618877392
Cases	2	suptemp	H1B3G1	0.003	328	12.696	0.044	0.990236359790986	0.990236359790986
Cases	3	suptemp	H1B3G1*footyrs	0.003	328	-0.006	0.015	0.941399745416373	0.941399745416373
Cases	1	CTEstage	H1B3G1	0.006	363	1.24	1.312	0.345215011897168	0.955743584465932
Cases	2	CTEstage	H1B3G1	0.003	328	9.835	0	0	0
Cases	3	CTEstage	H1B3G1*footyrs	0.003	328	-0.038	0	0	0
Cases	1	subnigra	H1B3G1	0.005	364	-0.188	1.019	0.853590394398637	0.955743584465932
Cases	2	subnigra	H1B3G1	0.003	328	-0.656	1.494	0.66093418375901	0.793121020510812
Cases	3	subnigra	H1B3G1*footyrs	0.003	328	-2.756	0.061	0	0
