Subjects	Model	Phenotype	Predictor	Freq	N	Effect	SE	P.value	FDR
Cases	1	amygdala	H2_gamma_dosage	0.346	372	-0.159	0.1	0.1132511987549	0.3397535962647
Cases	2	amygdala	H2_gamma_dosage	0.348	335	-0.146	0.106	0.171942735710925	0.515828207132775
Cases	3	amygdala	H2_gamma_dosage*footyrs	0.348	335	-0.013	0.022	0.563242981511987	0.942332136434978
Cases	1	CA1	H2_gamma_dosage	0.346	372	-0.143	0.1	0.15040205176471	0.360964924235304
Cases	2	CA1	H2_gamma_dosage	0.348	335	-0.097	0.105	0.358579024356476	0.666118314822405
Cases	3	CA1	H2_gamma_dosage*footyrs	0.348	335	-0.004	0.021	0.83550675071799	0.942332136434978
Cases	1	CA2	H2_gamma_dosage	0.346	372	-0.263	0.098	0.00769261714181191	0.0461557028508715
Cases	2	CA2	H2_gamma_dosage	0.348	335	-0.264	0.106	0.0131636114345532	0.0789816686073192
Cases	3	CA2	H2_gamma_dosage*footyrs	0.348	335	0.021	0.022	0.336250487631028	0.942332136434978
Cases	1	CA4	H2_gamma_dosage	0.346	372	-0.323	0.1	0.00132421389670778	0.0158905667604934
Cases	2	CA4	H2_gamma_dosage	0.348	335	-0.303	0.109	0.00558643298114525	0.067037195773743
Cases	3	CA4	H2_gamma_dosage*footyrs	0.348	335	-0.006	0.022	0.769334043381333	0.942332136434978
Cases	1	entorhinal	H2_gamma_dosage	0.346	372	-0.105	0.105	0.316705977951139	0.542924533630524
Cases	2	entorhinal	H2_gamma_dosage	0.348	335	-0.111	0.112	0.322361350668523	0.666118314822405
Cases	3	entorhinal	H2_gamma_dosage*footyrs	0.348	335	-0.019	0.024	0.416517475270966	0.942332136434978
Cases	1	inforbfront	H2_gamma_dosage	0.346	372	0	0.098	0.997543292043717	0.997543292043717
Cases	2	inforbfront	H2_gamma_dosage	0.348	335	0.021	0.104	0.839067370951895	0.839067370951895
Cases	3	inforbfront	H2_gamma_dosage*footyrs	0.348	335	-0.034	0.021	0.112994782122613	0.775654593356388
Cases	1	infpar	H2_gamma_dosage	0.346	372	-0.038	0.099	0.698730393766076	0.843676599877546
Cases	2	infpar	H2_gamma_dosage	0.348	335	-0.049	0.106	0.640947734966019	0.769137281959223
Cases	3	infpar	H2_gamma_dosage*footyrs	0.348	335	-0.031	0.021	0.131124044763927	0.775654593356388
Cases	1	loccoer	H2_gamma_dosage	0.346	372	-0.115	0.105	0.276205523420299	0.542924533630524
Cases	2	loccoer	H2_gamma_dosage	0.348	335	-0.098	0.113	0.388569016979736	0.666118314822405
Cases	3	loccoer	H2_gamma_dosage*footyrs	0.348	335	-0.002	0.023	0.942332136434978	0.942332136434978
Cases	1	midfront	H2_gamma_dosage	0.346	372	0.024	0.1	0.81356561260299	0.887526122839625
Cases	2	midfront	H2_gamma_dosage	0.348	335	0.063	0.106	0.550852456850942	0.734469942467923
Cases	3	midfront	H2_gamma_dosage*footyrs	0.348	335	-0.003	0.022	0.901092816140302	0.942332136434978
Cases	1	suptemp	H2_gamma_dosage	0.346	372	-0.039	0.102	0.703063833231288	0.843676599877546
Cases	2	suptemp	H2_gamma_dosage	0.348	335	-0.031	0.108	0.772134979561761	0.839067370951895
Cases	3	suptemp	H2_gamma_dosage*footyrs	0.348	335	-0.028	0.021	0.193913648339097	0.775654593356388
Cases	1	CTEstage	H2_gamma_dosage	0.347	371	-0.078	0.101	0.441446645784536	0.662169968676804
Cases	2	CTEstage	H2_gamma_dosage	0.348	335	-0.065	0.108	0.547717374438372	0.734469942467923
Cases	3	CTEstage	H2_gamma_dosage*footyrs	0.348	335	0.01	0.023	0.677449226853697	0.942332136434978
Cases	1	subnigra	H2_gamma_dosage	0.346	372	-0.17	0.099	0.0874867256237337	0.3397535962647
Cases	2	subnigra	H2_gamma_dosage	0.348	335	-0.15	0.106	0.158672441365149	0.515828207132775
Cases	3	subnigra	H2_gamma_dosage*footyrs	0.348	335	-0.007	0.022	0.751759135829901	0.942332136434978
