Subjects	Model	Phenotype	Predictor	Freq	N	Effect	SE	P.value	FDR
Cases	1	amygdala	H1B1G2	0.124	364	-0.205	0.209	0.326824317621935	0.734923564432984
Cases	2	amygdala	H1B1G2	0.128	328	-0.154	0.221	0.487082148345465	0.834617907300336
Cases	3	amygdala	H1B1G2*footyrs	0.128	328	-0.065	0.044	0.138432208835661	0.830593253013966
Cases	1	CA1	H1B1G2	0.124	364	-0.089	0.205	0.665250141395902	0.887000188527869
Cases	2	CA1	H1B1G2	0.128	328	-0.034	0.215	0.87502789761852	0.959304307198477
Cases	3	CA1	H1B1G2*footyrs	0.128	328	0.031	0.042	0.452847476469229	0.912946859432429
Cases	1	CA2	H1B1G2	0.124	364	0.017	0.206	0.9344453667538	0.935504659668296
Cases	2	CA2	H1B1G2	0.128	328	0.033	0.215	0.879830489618078	0.959304307198477
Cases	3	CA2	H1B1G2*footyrs	0.128	328	0.007	0.042	0.868921369594099	0.912946859432429
Cases	1	CA4	H1B1G2	0.124	364	0.017	0.209	0.935504659668296	0.935504659668296
Cases	2	CA4	H1B1G2	0.128	328	0.011	0.223	0.959304307198477	0.959304307198477
Cases	3	CA4	H1B1G2*footyrs	0.128	328	-0.071	0.044	0.105623474190598	0.830593253013966
Cases	1	entorhinal	H1B1G2	0.124	364	-0.245	0.213	0.25108910307263	0.734923564432984
Cases	2	entorhinal	H1B1G2	0.128	328	-0.133	0.225	0.556411938200224	0.834617907300336
Cases	3	entorhinal	H1B1G2*footyrs	0.128	328	0.005	0.047	0.912946859432429	0.912946859432429
Cases	1	inforbfront	H1B1G2	0.124	364	-0.182	0.213	0.392881944614981	0.734923564432984
Cases	2	inforbfront	H1B1G2	0.128	328	-0.202	0.226	0.372585122517136	0.834617907300336
Cases	3	inforbfront	H1B1G2*footyrs	0.128	328	-0.01	0.043	0.814149365908535	0.912946859432429
Cases	1	infpar	H1B1G2	0.124	364	-0.139	0.201	0.489949042955323	0.734923564432984
Cases	2	infpar	H1B1G2	0.128	328	-0.162	0.211	0.443026087782186	0.834617907300336
Cases	3	infpar	H1B1G2*footyrs	0.128	328	-0.024	0.043	0.57638102903206	0.912946859432429
Cases	1	loccoer	H1B1G2	0.124	364	0.05	0.217	0.816048295733563	0.935504659668296
Cases	2	loccoer	H1B1G2	0.128	328	0.028	0.227	0.900592775692144	0.959304307198477
Cases	3	loccoer	H1B1G2*footyrs	0.128	328	0.01	0.045	0.827914466465508	0.912946859432429
Cases	1	midfront	H1B1G2	0.124	364	-0.294	0.208	0.156915992190197	0.734923564432984
Cases	2	midfront	H1B1G2	0.128	328	-0.313	0.219	0.153818988223752	0.834617907300336
Cases	3	midfront	H1B1G2*footyrs	0.128	328	-0.054	0.044	0.222725205657739	0.890900822630956
Cases	1	suptemp	H1B1G2	0.124	364	-0.336	0.209	0.108782211795342	0.734923564432984
Cases	2	suptemp	H1B1G2	0.128	328	-0.343	0.22	0.119619143555733	0.834617907300336
Cases	3	suptemp	H1B1G2*footyrs	0.128	328	-0.023	0.042	0.580002752233822	0.912946859432429
Cases	1	CTEstage	H1B1G2	0.123	363	-0.229	0.214	0.284222480451646	0.734923564432984
Cases	2	CTEstage	H1B1G2	0.128	328	-0.165	0.229	0.471305767642296	0.834617907300336
Cases	3	CTEstage	H1B1G2*footyrs	0.128	328	0.006	0.049	0.897662847653755	0.912946859432429
Cases	1	subnigra	H1B1G2	0.124	364	-0.162	0.207	0.432673049911477	0.734923564432984
Cases	2	subnigra	H1B1G2	0.128	328	-0.187	0.217	0.390219397228368	0.834617907300336
Cases	3	subnigra	H1B1G2*footyrs	0.128	328	-0.022	0.044	0.616793523341113	0.912946859432429
