Subjects	Model	Phenotype	Predictor	Freq	N	Effect	SE	P.value	FDR
All	1	amygdala	H1B2G1	0.255	526	-0.146	0.132	0.270891033191857	0.406336549787785
All	2	amygdala	H1B2G1	0.254	447	-0.176	0.148	0.236176936984173	0.35426540547626
All	3	amygdala	H1B2G1*footyrs	0.254	447	0.06	0.028	0.0308522414866923	0.0925567244600769
All	1	CA1	H1B2G1	0.255	526	0.017	0.13	0.89919825832761	0.956502379198981
All	2	CA1	H1B2G1	0.254	447	0.043	0.144	0.763549051183159	0.794025057499202
All	3	CA1	H1B2G1*footyrs	0.254	447	0.033	0.025	0.201723061594495	0.242067673913394
All	1	CA2	H1B2G1	0.255	526	-0.061	0.136	0.651233813054318	0.854949833412343
All	2	CA2	H1B2G1	0.254	447	0.039	0.149	0.794025057499202	0.794025057499202
All	3	CA2	H1B2G1*footyrs	0.254	447	0.025	0.026	0.336608465118221	0.367209234674423
All	1	CA4	H1B2G1	0.255	526	0.05	0.135	0.712458194510286	0.854949833412343
All	2	CA4	H1B2G1	0.254	447	0.145	0.153	0.342038718764802	0.456051625019736
All	3	CA4	H1B2G1*footyrs	0.254	447	0.055	0.028	0.0505053077116322	0.121212738507917
All	1	entorhinal	H1B2G1	0.255	526	-0.208	0.138	0.130415271067008	0.260830542134016
All	2	entorhinal	H1B2G1	0.254	447	-0.199	0.156	0.202374982958845	0.346928542215163
All	3	entorhinal	H1B2G1*footyrs	0.254	447	0.051	0.03	0.0903905322855261	0.180781064571052
All	1	inforbfront	H1B2G1	0.255	526	-0.292	0.133	0.0286011601465663	0.114404640586265
All	2	inforbfront	H1B2G1	0.254	447	-0.357	0.148	0.0165031099444795	0.099018659666877
All	3	inforbfront	H1B2G1*footyrs	0.254	447	0.037	0.026	0.157380823387816	0.209841097850421
All	1	infpar	H1B2G1	0.255	526	-0.253	0.134	0.0593528886162948	0.178058665848884
All	2	infpar	H1B2G1	0.254	447	-0.269	0.15	0.0723082816540188	0.173539875969645
All	3	infpar	H1B2G1*footyrs	0.254	447	0.065	0.028	0.0193003939159198	0.0772015756636792
All	1	loccoer	H1B2G1	0.255	526	-0.007	0.137	0.956502379198981	0.956502379198981
All	2	loccoer	H1B2G1	0.254	447	-0.085	0.156	0.586118161659623	0.703341793991548
All	3	loccoer	H1B2G1*footyrs	0.254	447	0.011	0.028	0.685142603319233	0.685142603319233
All	1	midfront	H1B2G1	0.255	526	-0.228	0.132	0.0849363811747692	0.203847314819446
All	2	midfront	H1B2G1	0.254	447	-0.304	0.147	0.03981807113668	0.11945421341004
All	3	midfront	H1B2G1*footyrs	0.254	447	0.039	0.027	0.149036849601397	0.209841097850421
All	1	suptemp	H1B2G1	0.255	526	-0.397	0.134	0.00329081258579311	0.0394897510295173
All	2	suptemp	H1B2G1	0.254	447	-0.458	0.15	0.00249130295418887	0.0298956354502664
All	3	suptemp	H1B2G1*footyrs	0.254	447	0.043	0.027	0.109717042978688	0.188086359392037
All	1	CTEstage	H1B2G1	0.255	525	-0.296	0.132	0.0249382493877039	0.114404640586265
All	2	CTEstage	H1B2G1	0.254	447	-0.309	0.147	0.0365197024855106	0.11945421341004
All	3	CTEstage	H1B2G1*footyrs	0.254	447	0.078	0.03	0.0104486441434464	0.0626918648606784
All	1	subnigra	H1B2G1	0.255	526	-0.158	0.134	0.237689664160153	0.406336549787785
All	2	subnigra	H1B2G1	0.254	447	-0.237	0.149	0.110699816273925	0.22139963254785
All	3	subnigra	H1B2G1*footyrs	0.254	447	0.101	0.029	0.000528262625893561	0.00633915151072273
