Subjects	Model	Phenotype	Predictor	Freq	N	Effect	SE	P.value	FDR
Cases	1	amygdala	H1_gamma_dosage	1.04	313	0.039	0.118	0.742278892881272	0.773786923049973
Cases	2	amygdala	H1_gamma_dosage	1.03	283	0.088	0.127	0.488352308782783	0.751004374100348
Cases	3	amygdala	H1_gamma_dosage*footyrs	1.03	283	-0.009	0.025	0.722223886196568	0.907304451875688
Cases	1	CA1	H1_gamma_dosage	1.04	313	-0.065	0.115	0.573815748201552	0.773786923049973
Cases	2	CA1	H1_gamma_dosage	1.03	283	-0.061	0.122	0.618778288229248	0.751004374100348
Cases	3	CA1	H1_gamma_dosage*footyrs	1.03	283	0.016	0.024	0.515608546022598	0.907304451875688
Cases	1	CA2	H1_gamma_dosage	1.04	313	0.143	0.114	0.209623816084634	0.773786923049973
Cases	2	CA2	H1_gamma_dosage	1.03	283	0.175	0.123	0.156294274334019	0.751004374100348
Cases	3	CA2	H1_gamma_dosage*footyrs	1.03	283	0.006	0.025	0.815826561196409	0.907304451875688
Cases	1	CA4	H1_gamma_dosage	1.04	313	0.128	0.117	0.274316105053972	0.773786923049973
Cases	2	CA4	H1_gamma_dosage	1.03	283	0.169	0.129	0.188810729263081	0.751004374100348
Cases	3	CA4	H1_gamma_dosage*footyrs	1.03	283	0.026	0.026	0.326752784302057	0.907304451875688
Cases	1	entorhinal	H1_gamma_dosage	1.04	313	-0.069	0.125	0.578615972919418	0.773786923049973
Cases	2	entorhinal	H1_gamma_dosage	1.03	283	0.003	0.134	0.985057364747605	0.985057364747605
Cases	3	entorhinal	H1_gamma_dosage*footyrs	1.03	283	-0.003	0.027	0.907304451875688	0.907304451875688
Cases	1	inforbfront	H1_gamma_dosage	1.04	313	-0.052	0.114	0.647653132415917	0.773786923049973
Cases	2	inforbfront	H1_gamma_dosage	1.03	283	-0.101	0.123	0.408303359213089	0.751004374100348
Cases	3	inforbfront	H1_gamma_dosage*footyrs	1.03	283	0.012	0.025	0.6246023051003	0.907304451875688
Cases	1	infpar	H1_gamma_dosage	1.04	313	-0.064	0.113	0.570618143276314	0.773786923049973
Cases	2	infpar	H1_gamma_dosage	1.03	283	-0.059	0.12	0.625836978416957	0.751004374100348
Cases	3	infpar	H1_gamma_dosage*footyrs	1.03	283	0.015	0.024	0.525555282680688	0.907304451875688
Cases	1	loccoer	H1_gamma_dosage	1.04	313	0.035	0.123	0.773786923049973	0.773786923049973
Cases	2	loccoer	H1_gamma_dosage	1.03	283	0.072	0.13	0.58027385412284	0.751004374100348
Cases	3	loccoer	H1_gamma_dosage*footyrs	1.03	283	0.013	0.027	0.634137999548247	0.907304451875688
Cases	1	midfront	H1_gamma_dosage	1.04	313	-0.12	0.115	0.296780070482227	0.773786923049973
Cases	2	midfront	H1_gamma_dosage	1.03	283	-0.141	0.123	0.251243614370749	0.751004374100348
Cases	3	midfront	H1_gamma_dosage*footyrs	1.03	283	-0.029	0.025	0.255309168434236	0.907304451875688
Cases	1	suptemp	H1_gamma_dosage	1.04	313	-0.052	0.116	0.653637326067436	0.773786923049973
Cases	2	suptemp	H1_gamma_dosage	1.03	283	-0.049	0.124	0.692832137107868	0.755816876844947
Cases	3	suptemp	H1_gamma_dosage*footyrs	1.03	283	0.004	0.025	0.883023941291802	0.907304451875688
Cases	1	CTEstage	H1_gamma_dosage	1.038	312	-0.071	0.117	0.544805185769288	0.773786923049973
Cases	2	CTEstage	H1_gamma_dosage	1.03	283	-0.066	0.127	0.602610659614619	0.751004374100348
Cases	3	CTEstage	H1_gamma_dosage*footyrs	1.03	283	-0.02	0.027	0.446031184214548	0.907304451875688
Cases	1	subnigra	H1_gamma_dosage	1.04	313	0.15	0.114	0.190216301860866	0.773786923049973
Cases	2	subnigra	H1_gamma_dosage	1.03	283	0.129	0.124	0.302237585746631	0.751004374100348
Cases	3	subnigra	H1_gamma_dosage*footyrs	1.03	283	-0.021	0.026	0.402513680103001	0.907304451875688
