Subjects	Model	Phenotype	Predictor	Freq	N	Effect	SE	P.value	FDR
All	1	amygdala	H1B1G2	0.106	447	-0.132	0.206	0.519833130137176	0.984217240071002
All	2	amygdala	H1B1G2	0.108	383	-0.172	0.226	0.446296615786616	0.914208428399815
All	3	amygdala	H1B1G2*footyrs	0.108	383	0.023	0.047	0.621603674177194	0.943198272270165
All	1	CA1	H1B1G2	0.106	447	-0.053	0.199	0.790726339939487	0.984217240071002
All	2	CA1	H1B1G2	0.108	383	-0.026	0.214	0.904962688945842	0.914208428399815
All	3	CA1	H1B1G2*footyrs	0.108	383	0.041	0.042	0.324304621853511	0.943198272270165
All	1	CA2	H1B1G2	0.106	447	-0.026	0.201	0.897684176174128	0.984217240071002
All	2	CA2	H1B1G2	0.108	383	-0.055	0.217	0.800957903277414	0.914208428399815
All	3	CA2	H1B1G2*footyrs	0.108	383	0.039	0.044	0.373930403596439	0.943198272270165
All	1	CA4	H1B1G2	0.106	447	0.182	0.202	0.367797047810895	0.984217240071002
All	2	CA4	H1B1G2	0.108	383	0.195	0.22	0.375370471664306	0.914208428399815
All	3	CA4	H1B1G2*footyrs	0.108	383	0.007	0.043	0.864598416247651	0.943198272270165
All	1	entorhinal	H1B1G2	0.106	447	-0.127	0.207	0.537806454072919	0.984217240071002
All	2	entorhinal	H1B1G2	0.108	383	-0.092	0.226	0.683717089062658	0.914208428399815
All	3	entorhinal	H1B1G2*footyrs	0.108	383	-0.026	0.044	0.553691952798194	0.943198272270165
All	1	inforbfront	H1B1G2	0.106	447	-0.004	0.206	0.984217240071002	0.984217240071002
All	2	inforbfront	H1B1G2	0.108	383	-0.162	0.227	0.477242111382488	0.914208428399815
All	3	inforbfront	H1B1G2*footyrs	0.108	383	-0.015	0.043	0.734132121372691	0.943198272270165
All	1	infpar	H1B1G2	0.106	447	-0.072	0.203	0.721937485120876	0.984217240071002
All	2	infpar	H1B1G2	0.108	383	-0.17	0.218	0.434936334133014	0.914208428399815
All	3	infpar	H1B1G2*footyrs	0.108	383	0.001	0.042	0.981045433595065	0.981045433595065
All	1	loccoer	H1B1G2	0.106	447	0.128	0.204	0.530273077901579	0.984217240071002
All	2	loccoer	H1B1G2	0.108	383	0.095	0.222	0.669245188928503	0.914208428399815
All	3	loccoer	H1B1G2*footyrs	0.108	383	0.01	0.045	0.819068806483817	0.943198272270165
All	1	midfront	H1B1G2	0.106	447	-0.092	0.2	0.646664131950984	0.984217240071002
All	2	midfront	H1B1G2	0.108	383	-0.233	0.219	0.287425289767102	0.914208428399815
All	3	midfront	H1B1G2*footyrs	0.108	383	-0.036	0.042	0.399263248089406	0.943198272270165
All	1	suptemp	H1B1G2	0.106	447	-0.195	0.202	0.335173302344237	0.984217240071002
All	2	suptemp	H1B1G2	0.108	383	-0.354	0.22	0.108338823347642	0.914208428399815
All	3	suptemp	H1B1G2*footyrs	0.108	383	0.007	0.043	0.861978611296016	0.943198272270165
All	1	CTEstage	H1B1G2	0.105	446	-0.203	0.203	0.317337498485875	0.984217240071002
All	2	CTEstage	H1B1G2	0.108	383	-0.078	0.22	0.723135548189912	0.914208428399815
All	3	CTEstage	H1B1G2*footyrs	0.108	383	0.026	0.046	0.565164281033497	0.943198272270165
All	1	subnigra	H1B1G2	0.106	447	0.013	0.202	0.950100495426438	0.984217240071002
All	2	subnigra	H1B1G2	0.108	383	0.023	0.218	0.914208428399815	0.914208428399815
All	3	subnigra	H1B1G2*footyrs	0.108	383	0.051	0.046	0.268393532097206	0.943198272270165
