Subjects	Model	Phenotype	Predictor	Freq	N	Effect	SE	P.value	FDR
Cases	1	amygdala	H1B2G1	0.256	305	0.009	0.186	0.959272508497522	0.996970167752488
Cases	2	amygdala	H1B2G1	0.254	276	-0.021	0.2	0.915454433036486	0.99867756331253
Cases	3	amygdala	H1B2G1*footyrs	0.254	276	0.04	0.04	0.313663888713202	0.752793332911685
Cases	1	CA1	H1B2G1	0.256	305	0.334	0.182	0.0676311185833558	0.272368219935433
Cases	2	CA1	H1B2G1	0.254	276	0.303	0.193	0.118669496158258	0.35064699548045
Cases	3	CA1	H1B2G1*footyrs	0.254	276	-0.016	0.038	0.671359355649976	0.805631226779971
Cases	1	CA2	H1B2G1	0.256	305	0.205	0.182	0.260656778631326	0.521313557262652
Cases	2	CA2	H1B2G1	0.254	276	0.326	0.199	0.102344174694946	0.35064699548045
Cases	3	CA2	H1B2G1*footyrs	0.254	276	-0.031	0.038	0.416149948643472	0.793128232697448
Cases	1	CA4	H1B2G1	0.256	305	0.332	0.181	0.0680920549838582	0.272368219935433
Cases	2	CA4	H1B2G1	0.254	276	0.324	0.198	0.102808000795333	0.35064699548045
Cases	3	CA4	H1B2G1*footyrs	0.254	276	-0.003	0.039	0.944495275197062	0.949925448797345
Cases	1	entorhinal	H1B2G1	0.256	305	0.151	0.199	0.447625108303478	0.658899632485015
Cases	2	entorhinal	H1B2G1	0.254	276	0.169	0.216	0.435666108194412	0.580888144259216
Cases	3	entorhinal	H1B2G1*footyrs	0.254	276	0.024	0.045	0.594846174523086	0.793128232697448
Cases	1	inforbfront	H1B2G1	0.256	305	-0.238	0.181	0.189206344852706	0.454095227646494
Cases	2	inforbfront	H1B2G1	0.254	276	-0.283	0.196	0.14885745269312	0.35064699548045
Cases	3	inforbfront	H1B2G1*footyrs	0.254	276	0.042	0.037	0.256782205790668	0.752793332911685
Cases	1	infpar	H1B2G1	0.256	305	-0.156	0.179	0.38388467561592	0.658088015341577
Cases	2	infpar	H1B2G1	0.254	276	-0.226	0.193	0.244168376597808	0.366252564896712
Cases	3	infpar	H1B2G1*footyrs	0.254	276	0.073	0.039	0.0630407607855603	0.378244564713362
Cases	1	loccoer	H1B2G1	0.256	305	0.385	0.202	0.058462704156278	0.272368219935433
Cases	2	loccoer	H1B2G1	0.254	276	0.3	0.22	0.175323497740225	0.35064699548045
Cases	3	loccoer	H1B2G1*footyrs	0.254	276	-0.022	0.042	0.590970559824025	0.793128232697448
Cases	1	midfront	H1B2G1	0.256	305	-0.125	0.182	0.494174724363761	0.658899632485015
Cases	2	midfront	H1B2G1	0.254	276	-0.239	0.197	0.226962349252701	0.366252564896712
Cases	3	midfront	H1B2G1*footyrs	0.254	276	0.021	0.039	0.587789576794168	0.793128232697448
Cases	1	suptemp	H1B2G1	0.256	305	-0.256	0.185	0.16740748684059	0.454095227646494
Cases	2	suptemp	H1B2G1	0.254	276	-0.3	0.199	0.133842729199047	0.35064699548045
Cases	3	suptemp	H1B2G1*footyrs	0.254	276	0.056	0.039	0.158392459876889	0.633569839507556
Cases	1	CTEstage	H1B2G1	0.257	304	-0.057	0.184	0.757448505324215	0.908938206389058
Cases	2	CTEstage	H1B2G1	0.254	276	-0.125	0.203	0.538911251456846	0.646693501748215
Cases	3	CTEstage	H1B2G1*footyrs	0.254	276	-0.003	0.043	0.949925448797345	0.949925448797345
Cases	1	subnigra	H1B2G1	0.256	305	0.001	0.183	0.996970167752488	0.996970167752488
Cases	2	subnigra	H1B2G1	0.254	276	0	0.196	0.999348717483088	0.999348717483088
Cases	3	subnigra	H1B2G1*footyrs	0.254	276	0.078	0.039	0.0456206184073784	0.378244564713362
