Subjects	Model	Phenotype	Predictor	Freq	N	Effect	SE	P.value	FDR
All	1	amygdala	H2A2G2	0.04	447	0.176	0.331	0.595087225337789	0.802335269875061
All	2	amygdala	H2A2G2	0.04	383	0.481	0.37	0.194008112532793	0.8796812829669
All	3	amygdala	H2A2G2*footyrs	0.04	383	0.017	0.081	0.832758298965381	0.987185451025464
All	1	CA1	H2A2G2	0.04	447	0.128	0.317	0.687028087365937	0.802335269875061
All	2	CA1	H2A2G2	0.04	383	0.246	0.349	0.480084438067462	0.8796812829669
All	3	CA1	H2A2G2*footyrs	0.04	383	-0.036	0.07	0.607757030116281	0.987185451025464
All	1	CA2	H2A2G2	0.04	447	-0.27	0.329	0.413694402425086	0.802335269875061
All	2	CA2	H2A2G2	0.04	383	-0.275	0.372	0.459907420694866	0.8796812829669
All	3	CA2	H2A2G2*footyrs	0.04	383	-0.006	0.073	0.935662302560148	0.987185451025464
All	1	CA4	H2A2G2	0.04	447	-0.185	0.324	0.568618519027304	0.802335269875061
All	2	CA4	H2A2G2	0.04	383	-0.089	0.363	0.806374509386325	0.8796812829669
All	3	CA4	H2A2G2*footyrs	0.04	383	-0.009	0.072	0.901690362046317	0.987185451025464
All	1	entorhinal	H2A2G2	0.04	447	-0.113	0.335	0.735473997385473	0.802335269875061
All	2	entorhinal	H2A2G2	0.04	383	-0.123	0.379	0.74491462793575	0.8796812829669
All	3	entorhinal	H2A2G2*footyrs	0.04	383	-0.002	0.08	0.980925870405449	0.987185451025464
All	1	inforbfront	H2A2G2	0.04	447	0.015	0.314	0.962495537595241	0.962495537595241
All	2	inforbfront	H2A2G2	0.04	383	0.223	0.349	0.522347582781001	0.8796812829669
All	3	inforbfront	H2A2G2*footyrs	0.04	383	-0.121	0.066	0.0681070071509757	0.37733459472198
All	1	infpar	H2A2G2	0.04	447	-0.329	0.314	0.296018577400228	0.802335269875061
All	2	infpar	H2A2G2	0.04	383	-0.282	0.347	0.416567453456876	0.8796812829669
All	3	infpar	H2A2G2*footyrs	0.04	383	-0.108	0.064	0.0943336486804951	0.37733459472198
All	1	loccoer	H2A2G2	0.04	447	0.122	0.338	0.717800293038472	0.802335269875061
All	2	loccoer	H2A2G2	0.04	383	0.268	0.348	0.441938839084588	0.8796812829669
All	3	loccoer	H2A2G2*footyrs	0.04	383	-0.005	0.073	0.948591478796155	0.987185451025464
All	1	midfront	H2A2G2	0.04	447	-0.122	0.31	0.693591301996211	0.802335269875061
All	2	midfront	H2A2G2	0.04	383	0.144	0.353	0.683558923821754	0.8796812829669
All	3	midfront	H2A2G2*footyrs	0.04	383	-0.145	0.068	0.0328538841016508	0.37733459472198
All	1	suptemp	H2A2G2	0.04	447	-0.283	0.315	0.369446584299736	0.802335269875061
All	2	suptemp	H2A2G2	0.04	383	-0.114	0.351	0.745640850330757	0.8796812829669
All	3	suptemp	H2A2G2*footyrs	0.04	383	-0.092	0.068	0.177607634428619	0.532822903285857
All	1	CTEstage	H2A2G2	0.04	446	-0.183	0.328	0.577564817367063	0.802335269875061
All	2	CTEstage	H2A2G2	0.04	383	-0.05	0.375	0.893185479278342	0.893185479278342
All	3	CTEstage	H2A2G2*footyrs	0.04	383	0.066	0.088	0.451836867530476	0.987185451025464
All	1	subnigra	H2A2G2	0.04	447	0.232	0.332	0.484398495893989	0.802335269875061
All	2	subnigra	H2A2G2	0.04	383	0.593	0.366	0.105998071672346	0.8796812829669
All	3	subnigra	H2A2G2*footyrs	0.04	383	-0.001	0.077	0.987185451025464	0.987185451025464
