Subjects	Model	Phenotype	Predictor	Freq	N	Effect	SE	P.value	FDR
All	1	amygdala	H1B2G1	0.283	447	-0.134	0.143	0.347386864956264	0.521080297434396
All	2	amygdala	H1B2G1	0.286	383	-0.226	0.159	0.157195086914875	0.269477291854071
All	3	amygdala	H1B2G1*footyrs	0.286	383	0.051	0.03	0.0931402137652042	0.22353651303649
All	1	CA1	H1B2G1	0.283	447	0.05	0.14	0.7208806550674	0.786415260073527
All	2	CA1	H1B2G1	0.286	383	0.056	0.154	0.716128459618537	0.716128459618537
All	3	CA1	H1B2G1*footyrs	0.286	383	0.03	0.029	0.289673495984932	0.347608195181918
All	1	CA2	H1B2G1	0.283	447	-0.002	0.146	0.988718895257307	0.988718895257307
All	2	CA2	H1B2G1	0.286	383	0.079	0.159	0.620415562743415	0.676816977538271
All	3	CA2	H1B2G1*footyrs	0.286	383	0.027	0.029	0.359434128970821	0.392109958877259
All	1	CA4	H1B2G1	0.283	447	0.065	0.145	0.655697639754486	0.786415260073527
All	2	CA4	H1B2G1	0.286	383	0.106	0.162	0.512102338135277	0.676816977538271
All	3	CA4	H1B2G1*footyrs	0.286	383	0.043	0.031	0.158417873370134	0.271573497205944
All	1	entorhinal	H1B2G1	0.283	447	-0.15	0.149	0.313825201523389	0.521080297434396
All	2	entorhinal	H1B2G1	0.286	383	-0.188	0.166	0.258746367990579	0.388119551985868
All	3	entorhinal	H1B2G1*footyrs	0.286	383	0.067	0.033	0.044621175588452	0.133863526765356
All	1	inforbfront	H1B2G1	0.283	447	-0.33	0.144	0.0218646217606371	0.131187730563823
All	2	inforbfront	H1B2G1	0.286	383	-0.458	0.159	0.00420474450694552	0.0252284670416731
All	3	inforbfront	H1B2G1*footyrs	0.286	383	0.044	0.029	0.126968660521789	0.253937321043578
All	1	infpar	H1B2G1	0.283	447	-0.246	0.144	0.089740129443489	0.215376310664374
All	2	infpar	H1B2G1	0.286	383	-0.352	0.16	0.0284936766686779	0.0624237684486114
All	3	infpar	H1B2G1*footyrs	0.286	383	0.07	0.031	0.0219363728052699	0.131618236831619
All	1	loccoer	H1B2G1	0.283	447	0.067	0.151	0.654752070718242	0.786415260073527
All	2	loccoer	H1B2G1	0.286	383	-0.084	0.168	0.617213908715335	0.676816977538271
All	3	loccoer	H1B2G1*footyrs	0.286	383	0.025	0.031	0.417477166986225	0.417477166986225
All	1	midfront	H1B2G1	0.283	447	-0.265	0.141	0.0606908639712118	0.182072591913635
All	2	midfront	H1B2G1	0.286	383	-0.423	0.157	0.00735743195783201	0.029429727831328
All	3	midfront	H1B2G1*footyrs	0.286	383	0.037	0.03	0.218210428562981	0.290947238083975
All	1	suptemp	H1B2G1	0.283	447	-0.385	0.145	0.00826822415178041	0.0992186898213649
All	2	suptemp	H1B2G1	0.286	383	-0.499	0.16	0.00200888181586967	0.024106581790436
All	3	suptemp	H1B2G1*footyrs	0.286	383	0.04	0.03	0.181797741851109	0.272696612776664
All	1	CTEstage	H1B2G1	0.284	446	-0.285	0.141	0.0440893597917518	0.176357439167007
All	2	CTEstage	H1B2G1	0.286	383	-0.397	0.158	0.0124864447593751	0.0374593342781253
All	3	CTEstage	H1B2G1*footyrs	0.286	383	0.069	0.034	0.0396837193789996	0.133863526765356
All	1	subnigra	H1B2G1	0.283	447	-0.186	0.144	0.197749259855353	0.395498519710706
All	2	subnigra	H1B2G1	0.286	383	-0.343	0.159	0.0312118842243057	0.0624237684486114
All	3	subnigra	H1B2G1*footyrs	0.286	383	0.101	0.032	0.00168489726603083	0.02021876719237
