Subjects	Model	Phenotype	Predictor	Freq	N	Effect	SE	P.value	FDR
All	1	amygdala	H1_gamma_dosage	1.053	458	0.075	0.099	0.450656486405285	0.772553976694774
All	2	amygdala	H1_gamma_dosage	1.051	392	0.047	0.11	0.672723482440951	0.733880162662856
All	3	amygdala	H1_gamma_dosage*footyrs	1.051	392	0.023	0.022	0.295571113723925	0.638350415483301
All	1	CA1	H1_gamma_dosage	1.053	458	-0.024	0.098	0.806774729808294	0.992769151326505
All	2	CA1	H1_gamma_dosage	1.051	392	-0.048	0.107	0.658023387977225	0.733880162662856
All	3	CA1	H1_gamma_dosage*footyrs	1.051	392	0.019	0.021	0.372371075698592	0.638350415483301
All	1	CA2	H1_gamma_dosage	1.053	458	0.166	0.097	0.0884463725115359	0.570711934908196
All	2	CA2	H1_gamma_dosage	1.051	392	0.178	0.11	0.105680575287412	0.411003669626205
All	3	CA2	H1_gamma_dosage*footyrs	1.051	392	0.015	0.021	0.493925002700006	0.740887504050009
All	1	CA4	H1_gamma_dosage	1.053	458	0.146	0.099	0.142677983727049	0.570711934908196
All	2	CA4	H1_gamma_dosage	1.051	392	0.17	0.114	0.137001223208735	0.411003669626205
All	3	CA4	H1_gamma_dosage*footyrs	1.051	392	0.039	0.022	0.0842882828571609	0.638350415483301
All	1	entorhinal	H1_gamma_dosage	1.053	458	-0.008	0.102	0.93875511234167	0.992769151326505
All	2	entorhinal	H1_gamma_dosage	1.051	392	0.03	0.115	0.795929091320411	0.795929091320411
All	3	entorhinal	H1_gamma_dosage*footyrs	1.051	392	0.013	0.023	0.571983095435221	0.76218317450377
All	1	inforbfront	H1_gamma_dosage	1.053	458	0.001	0.097	0.992769151326505	0.992769151326505
All	2	inforbfront	H1_gamma_dosage	1.051	392	-0.095	0.109	0.383027109434684	0.733880162662856
All	3	inforbfront	H1_gamma_dosage*footyrs	1.051	392	0.019	0.021	0.364443853642632	0.638350415483301
All	1	infpar	H1_gamma_dosage	1.053	458	-0.023	0.097	0.808504280035706	0.992769151326505
All	2	infpar	H1_gamma_dosage	1.051	392	-0.067	0.106	0.529544902092801	0.733880162662856
All	3	infpar	H1_gamma_dosage*footyrs	1.051	392	0.021	0.021	0.307699645400082	0.638350415483301
All	1	loccoer	H1_gamma_dosage	1.053	458	0.083	0.102	0.42024564480846	0.772553976694774
All	2	loccoer	H1_gamma_dosage	1.051	392	0.066	0.111	0.553989992788151	0.733880162662856
All	3	loccoer	H1_gamma_dosage*footyrs	1.051	392	0.023	0.023	0.300171615697537	0.638350415483301
All	1	midfront	H1_gamma_dosage	1.053	458	-0.078	0.096	0.417838672972517	0.772553976694774
All	2	midfront	H1_gamma_dosage	1.051	392	-0.164	0.108	0.128414321356794	0.411003669626205
All	3	midfront	H1_gamma_dosage*footyrs	1.051	392	-0.005	0.022	0.811968573096925	0.811968573096925
All	1	suptemp	H1_gamma_dosage	1.053	458	0.007	0.097	0.940482087429299	0.992769151326505
All	2	suptemp	H1_gamma_dosage	1.051	392	-0.058	0.108	0.592731797936168	0.733880162662856
All	3	suptemp	H1_gamma_dosage*footyrs	1.051	392	0.02	0.021	0.331186806072636	0.638350415483301
All	1	CTEstage	H1_gamma_dosage	1.052	457	-0.143	0.094	0.126017864029467	0.570711934908196
All	2	CTEstage	H1_gamma_dosage	1.051	392	-0.182	0.106	0.0873269974400375	0.411003669626205
All	3	CTEstage	H1_gamma_dosage*footyrs	1.051	392	-0.011	0.023	0.635152645419808	0.76218317450377
All	1	subnigra	H1_gamma_dosage	1.053	458	0.125	0.098	0.200326664379952	0.600979993139856
All	2	subnigra	H1_gamma_dosage	1.051	392	0.065	0.11	0.553800251598974	0.733880162662856
All	3	subnigra	H1_gamma_dosage*footyrs	1.051	392	0.007	0.022	0.754691687499729	0.811968573096925
