Subjects	Model	Phenotype	Predictor	Freq	N	Effect	SE	P.value	FDR
Cases	1	amygdala	H1B1G4	0	305	Cases	1	amygdala	NA
Cases	2	amygdala	H1B1G4	0	276	Cases	2	amygdala	NA
Cases	3	amygdala	H1B1G4*footyrs	0	276	Cases	3	amygdala	NA
Cases	1	CA1	H1B1G4	0	305	Cases	1	CA1	NA
Cases	2	CA1	H1B1G4	0	276	Cases	2	CA1	NA
Cases	3	CA1	H1B1G4*footyrs	0	276	Cases	3	CA1	NA
Cases	1	CA2	H1B1G4	0	305	Cases	1	CA2	NA
Cases	2	CA2	H1B1G4	0	276	Cases	2	CA2	NA
Cases	3	CA2	H1B1G4*footyrs	0	276	Cases	3	CA2	NA
Cases	1	CA4	H1B1G4	0	305	Cases	1	CA4	NA
Cases	2	CA4	H1B1G4	0	276	Cases	2	CA4	NA
Cases	3	CA4	H1B1G4*footyrs	0	276	Cases	3	CA4	NA
Cases	1	entorhinal	H1B1G4	0	305	Cases	1	entorhinal	NA
Cases	2	entorhinal	H1B1G4	0	276	Cases	2	entorhinal	NA
Cases	3	entorhinal	H1B1G4*footyrs	0	276	Cases	3	entorhinal	NA
Cases	1	inforbfront	H1B1G4	0	305	Cases	1	inforbfront	NA
Cases	2	inforbfront	H1B1G4	0	276	Cases	2	inforbfront	NA
Cases	3	inforbfront	H1B1G4*footyrs	0	276	Cases	3	inforbfront	NA
Cases	1	infpar	H1B1G4	0	305	Cases	1	infpar	NA
Cases	2	infpar	H1B1G4	0	276	Cases	2	infpar	NA
Cases	3	infpar	H1B1G4*footyrs	0	276	Cases	3	infpar	NA
Cases	1	loccoer	H1B1G4	0	305	Cases	1	loccoer	NA
Cases	2	loccoer	H1B1G4	0	276	Cases	2	loccoer	NA
Cases	3	loccoer	H1B1G4*footyrs	0	276	Cases	3	loccoer	NA
Cases	1	midfront	H1B1G4	0	305	Cases	1	midfront	NA
Cases	2	midfront	H1B1G4	0	276	Cases	2	midfront	NA
Cases	3	midfront	H1B1G4*footyrs	0	276	Cases	3	midfront	NA
Cases	1	suptemp	H1B1G4	0	305	Cases	1	suptemp	NA
Cases	2	suptemp	H1B1G4	0	276	Cases	2	suptemp	NA
Cases	3	suptemp	H1B1G4*footyrs	0	276	Cases	3	suptemp	NA
Cases	1	CTEstage	H1B1G4	0	304	Cases	1	CTEstage	NA
Cases	2	CTEstage	H1B1G4	0	276	Cases	2	CTEstage	NA
Cases	3	CTEstage	H1B1G4*footyrs	0	276	Cases	3	CTEstage	NA
Cases	1	subnigra	H1B1G4	0	305	Cases	1	subnigra	NA
Cases	2	subnigra	H1B1G4	0	276	Cases	2	subnigra	NA
Cases	3	subnigra	H1B1G4*footyrs	0	276	Cases	3	subnigra	NA
