Subjects	Model	Phenotype	Predictor	Freq	N	Effect	SE	P.value	FDR
Cases	1	amygdala	H1B1G2	0.102	305	-0.261	0.245	0.287295462819817	0.587805153305714
Cases	2	amygdala	H1B1G2	0.103	276	-0.163	0.261	0.531960481714036	0.908340784641964
Cases	3	amygdala	H1B1G2*footyrs	0.103	276	-0.056	0.058	0.338486004986734	0.718277094732017
Cases	1	CA1	H1B1G2	0.102	305	-0.178	0.242	0.46257358271072	0.682568216523465
Cases	2	CA1	H1B1G2	0.103	276	-0.07	0.256	0.783608102673482	0.908340784641964
Cases	3	CA1	H1B1G2*footyrs	0.103	276	0.047	0.056	0.405704459740941	0.718277094732017
Cases	1	CA2	H1B1G2	0.102	305	-0.196	0.24	0.415266848028889	0.682568216523465
Cases	2	CA2	H1B1G2	0.103	276	-0.123	0.254	0.629522943463598	0.908340784641964
Cases	3	CA2	H1B1G2*footyrs	0.103	276	0.047	0.059	0.41899497192701	0.718277094732017
Cases	1	CA4	H1B1G2	0.102	305	0	0.245	0.99844204602766	0.99844204602766
Cases	2	CA4	H1B1G2	0.103	276	0.055	0.26	0.832645719255134	0.908340784641964
Cases	3	CA4	H1B1G2*footyrs	0.103	276	-0.026	0.059	0.652202034642284	0.782642441570741
Cases	1	entorhinal	H1B1G2	0.102	305	-0.405	0.251	0.106931115911965	0.587805153305714
Cases	2	entorhinal	H1B1G2	0.103	276	-0.269	0.265	0.310754413106739	0.908340784641964
Cases	3	entorhinal	H1B1G2*footyrs	0.103	276	-0.058	0.059	0.325377777603697	0.718277094732017
Cases	1	inforbfront	H1B1G2	0.102	305	-0.264	0.251	0.293902576652857	0.587805153305714
Cases	2	inforbfront	H1B1G2	0.103	276	-0.329	0.269	0.222710235230073	0.890840940920292
Cases	3	inforbfront	H1B1G2*footyrs	0.103	276	-0.005	0.057	0.935315672101002	0.985426134589838
Cases	1	infpar	H1B1G2	0.102	305	-0.16	0.243	0.511926162392599	0.682568216523465
Cases	2	infpar	H1B1G2	0.103	276	-0.16	0.254	0.528101075909603	0.908340784641964
Cases	3	infpar	H1B1G2*footyrs	0.103	276	-0.032	0.059	0.588177167342443	0.782642441570741
Cases	1	loccoer	H1B1G2	0.102	305	0.053	0.254	0.835345510409323	0.968601373007458
Cases	2	loccoer	H1B1G2	0.103	276	0.076	0.266	0.774366531874395	0.908340784641964
Cases	3	loccoer	H1B1G2*footyrs	0.103	276	0.038	0.06	0.528315711480416	0.782642441570741
Cases	1	midfront	H1B1G2	0.102	305	-0.325	0.244	0.18503388852548	0.587805153305714
Cases	2	midfront	H1B1G2	0.103	276	-0.332	0.26	0.202478217011594	0.890840940920292
Cases	3	midfront	H1B1G2*footyrs	0.103	276	-0.059	0.057	0.29735269812102	0.718277094732017
Cases	1	suptemp	H1B1G2	0.102	305	-0.472	0.245	0.054677467005054	0.587805153305714
Cases	2	suptemp	H1B1G2	0.103	276	-0.519	0.26	0.0469935043067264	0.563922051680717
Cases	3	suptemp	H1B1G2*footyrs	0.103	276	-0.001	0.056	0.985426134589838	0.985426134589838
Cases	1	CTEstage	H1B1G2	0.1	304	-0.309	0.256	0.22779152431553	0.587805153305714
Cases	2	CTEstage	H1B1G2	0.103	276	-0.188	0.272	0.490728634656841	0.908340784641964
Cases	3	CTEstage	H1B1G2*footyrs	0.103	276	0.069	0.068	0.314854010079994	0.718277094732017
Cases	1	subnigra	H1B1G2	0.102	305	-0.035	0.246	0.887884591923503	0.968601373007458
Cases	2	subnigra	H1B1G2	0.103	276	-0.018	0.256	0.943841311467694	0.943841311467694
Cases	3	subnigra	H1B1G2*footyrs	0.103	276	0.057	0.058	0.328892955677884	0.718277094732017
