Subjects	Model	Phenotype	Predictor	Freq	N	Effect	SE	P.value	FDR
All	1	amygdala	H1B1G3	0.046	447	-0.045	0.32	0.887672955114938	0.968370496489023
All	2	amygdala	H1B1G3	0.038	383	0.139	0.382	0.717188531617358	0.7921995066764
All	3	amygdala	H1B1G3*footyrs	0.038	383	-0.03	0.072	0.679388526994552	0.772428783046451
All	1	CA1	H1B1G3	0.046	447	-0.447	0.311	0.150933517101448	0.806457946441523
All	2	CA1	H1B1G3	0.038	383	-0.464	0.364	0.204073971581506	0.7921995066764
All	3	CA1	H1B1G3*footyrs	0.038	383	-0.012	0.07	0.866706365461625	0.866706365461625
All	1	CA2	H1B1G3	0.046	447	0.012	0.317	0.969107115433794	0.969107115433794
All	2	CA2	H1B1G3	0.038	383	0.133	0.379	0.726182881120033	0.7921995066764
All	3	CA2	H1B1G3*footyrs	0.038	383	0.03	0.077	0.699166824897534	0.772428783046451
All	1	CA4	H1B1G3	0.046	447	-0.419	0.325	0.197963660523311	0.806457946441523
All	2	CA4	H1B1G3	0.038	383	-0.297	0.399	0.456455057763793	0.7921995066764
All	3	CA4	H1B1G3*footyrs	0.038	383	0.05	0.081	0.537522513859422	0.772428783046451
All	1	entorhinal	H1B1G3	0.046	447	-0.285	0.331	0.390329748832036	0.806457946441523
All	2	entorhinal	H1B1G3	0.038	383	0.094	0.397	0.813427646394158	0.813427646394158
All	3	entorhinal	H1B1G3*footyrs	0.038	383	0.048	0.083	0.564204453596829	0.772428783046451
All	1	inforbfront	H1B1G3	0.046	447	-0.133	0.316	0.672899028896227	0.897198705194969
All	2	inforbfront	H1B1G3	0.038	383	-0.185	0.37	0.616566618187982	0.7921995066764
All	3	inforbfront	H1B1G3*footyrs	0.038	383	0.03	0.075	0.689358871822531	0.772428783046451
All	1	infpar	H1B1G3	0.046	447	-0.251	0.315	0.425217579195861	0.806457946441523
All	2	infpar	H1B1G3	0.038	383	-0.244	0.362	0.499349480491475	0.7921995066764
All	3	infpar	H1B1G3*footyrs	0.038	383	0.044	0.074	0.552641481325241	0.772428783046451
All	1	loccoer	H1B1G3	0.046	447	-0.204	0.331	0.537638630961015	0.806457946441523
All	2	loccoer	H1B1G3	0.038	383	0.286	0.387	0.460329301407935	0.7921995066764
All	3	loccoer	H1B1G3*footyrs	0.038	383	0.184	0.088	0.0370437841321469	0.444525409585763
All	1	midfront	H1B1G3	0.046	447	-0.201	0.311	0.517952352491693	0.806457946441523
All	2	midfront	H1B1G3	0.038	383	-0.143	0.369	0.697933617217381	0.7921995066764
All	3	midfront	H1B1G3*footyrs	0.038	383	-0.069	0.074	0.34912291168699	0.772428783046451
All	1	suptemp	H1B1G3	0.046	447	0.078	0.309	0.800139250736414	0.960167100883697
All	2	suptemp	H1B1G3	0.038	383	0.329	0.371	0.376365043603923	0.7921995066764
All	3	suptemp	H1B1G3*footyrs	0.038	383	0.032	0.075	0.66623130778774	0.772428783046451
All	1	CTEstage	H1B1G3	0.046	446	-0.359	0.306	0.241305477792222	0.806457946441523
All	2	CTEstage	H1B1G3	0.038	383	-0.389	0.365	0.286268365205716	0.7921995066764
All	3	CTEstage	H1B1G3*footyrs	0.038	383	-0.13	0.076	0.0909900754138107	0.545940452482864
All	1	subnigra	H1B1G3	0.046	447	0.229	0.313	0.464875117403246	0.806457946441523
All	2	subnigra	H1B1G3	0.038	383	0.384	0.385	0.319831929249504	0.7921995066764
All	3	subnigra	H1B1G3*footyrs	0.038	383	-0.03	0.08	0.70805971779258	0.772428783046451
