Subjects	Model	Phenotype	Predictor	Freq	N	Effect	SE	P.value	FDR
Cases	1	amygdala	H2A2G2	0.036	305	0.351	0.457	0.442865999364299	0.932014315734133
Cases	2	amygdala	H2A2G2	0.036	276	0.598	0.494	0.226848383980502	0.762342930305945
Cases	3	amygdala	H2A2G2*footyrs	0.036	276	0.057	0.105	0.585864437728089	0.762405155334161
Cases	1	CA1	H2A2G2	0.036	305	0.161	0.398	0.686217224376467	0.932014315734133
Cases	2	CA1	H2A2G2	0.036	276	0.252	0.428	0.556319572830182	0.824661361882072
Cases	3	CA1	H2A2G2*footyrs	0.036	276	-0.009	0.086	0.918645667275697	0.918645667275697
Cases	1	CA2	H2A2G2	0.036	305	-0.365	0.415	0.380822360777614	0.932014315734133
Cases	2	CA2	H2A2G2	0.036	276	-0.378	0.455	0.407305027731587	0.762342930305945
Cases	3	CA2	H2A2G2*footyrs	0.036	276	0.034	0.089	0.698871392389648	0.762405155334161
Cases	1	CA4	H2A2G2	0.036	305	-0.585	0.415	0.159845379281123	0.932014315734133
Cases	2	CA4	H2A2G2	0.036	276	-0.492	0.449	0.274253933812883	0.762342930305945
Cases	3	CA4	H2A2G2*footyrs	0.036	276	0.082	0.09	0.362982653988807	0.762405155334161
Cases	1	entorhinal	H2A2G2	0.036	305	-0.286	0.436	0.512054887838698	0.932014315734133
Cases	2	entorhinal	H2A2G2	0.036	276	-0.19	0.472	0.686946991270333	0.824661361882072
Cases	3	entorhinal	H2A2G2*footyrs	0.036	276	0.048	0.101	0.6371536601964	0.762405155334161
Cases	1	inforbfront	H2A2G2	0.036	305	0.16	0.398	0.688604226180146	0.932014315734133
Cases	2	inforbfront	H2A2G2	0.036	276	0.363	0.434	0.403615585647853	0.762342930305945
Cases	3	inforbfront	H2A2G2*footyrs	0.036	276	-0.105	0.081	0.19642257830495	0.762405155334161
Cases	1	infpar	H2A2G2	0.036	305	-0.34	0.39	0.383277453139421	0.932014315734133
Cases	2	infpar	H2A2G2	0.036	276	-0.388	0.419	0.355446204525043	0.762342930305945
Cases	3	infpar	H2A2G2*footyrs	0.036	276	-0.088	0.08	0.272100055636843	0.762405155334161
Cases	1	loccoer	H2A2G2	0.036	305	-0.059	0.422	0.888734995536544	0.932014315734133
Cases	2	loccoer	H2A2G2	0.036	276	0.027	0.444	0.952246256512755	0.952246256512755
Cases	3	loccoer	H2A2G2*footyrs	0.036	276	0.039	0.087	0.651172994315358	0.762405155334161
Cases	1	midfront	H2A2G2	0.036	305	-0.074	0.399	0.853419861797063	0.932014315734133
Cases	2	midfront	H2A2G2	0.036	276	0.177	0.44	0.687217801568393	0.824661361882072
Cases	3	midfront	H2A2G2*footyrs	0.036	276	-0.122	0.083	0.141376595096252	0.762405155334161
Cases	1	suptemp	H2A2G2	0.036	305	-0.334	0.41	0.416464748174968	0.932014315734133
Cases	2	suptemp	H2A2G2	0.036	276	-0.116	0.442	0.794122621643657	0.866315587247626
Cases	3	suptemp	H2A2G2*footyrs	0.036	276	-0.061	0.086	0.476882034719996	0.762405155334161
Cases	1	CTEstage	H2A2G2	0.036	304	0.126	0.419	0.763496624561934	0.932014315734133
Cases	2	CTEstage	H2A2G2	0.036	276	0.428	0.46	0.352948750108071	0.762342930305945
Cases	3	CTEstage	H2A2G2*footyrs	0.036	276	0.07	0.103	0.49405165630486	0.762405155334161
Cases	1	subnigra	H2A2G2	0.036	305	0.037	0.437	0.932014315734133	0.932014315734133
Cases	2	subnigra	H2A2G2	0.036	276	0.358	0.467	0.444700042678468	0.762342930305945
Cases	3	subnigra	H2A2G2*footyrs	0.036	276	0.116	0.102	0.257353814494362	0.762405155334161
