Subjects	Model	Phenotype	Predictor	Freq	N	Effect	SE	P.value	FDR
Cases	1	amygdala	H2A1G2	0.148	305	-0.379	0.226	0.0947627730893468	0.28428831926804
Cases	2	amygdala	H2A1G2	0.149	276	-0.456	0.244	0.0625380441525061	0.187614132457518
Cases	3	amygdala	H2A1G2*footyrs	0.149	276	-0.037	0.047	0.439767315022741	0.659650972534112
Cases	1	CA1	H2A1G2	0.148	305	-0.313	0.229	0.17327596059438	0.415862305426512
Cases	2	CA1	H2A1G2	0.149	276	-0.322	0.245	0.189473348174746	0.45473603561939
Cases	3	CA1	H2A1G2*footyrs	0.149	276	-0.012	0.046	0.796643969287877	0.866266064396158
Cases	1	CA2	H2A1G2	0.148	305	-0.534	0.219	0.01533546052895	0.0920127631737
Cases	2	CA2	H2A1G2	0.149	276	-0.6	0.237	0.0120840275686502	0.0725041654119012
Cases	3	CA2	H2A1G2*footyrs	0.149	276	0.043	0.046	0.347094190518088	0.595018612316722
Cases	1	CA4	H2A1G2	0.148	305	-0.681	0.223	0.00243057057206331	0.0291668468647597
Cases	2	CA4	H2A1G2	0.149	276	-0.694	0.245	0.00500992891939633	0.060119147032756
Cases	3	CA4	H2A1G2*footyrs	0.149	276	-0.078	0.047	0.100876896024055	0.501818751333048
Cases	1	entorhinal	H2A1G2	0.148	305	-0.181	0.238	0.447310262297351	0.670965393446026
Cases	2	entorhinal	H2A1G2	0.149	276	-0.28	0.254	0.27156337553879	0.467289717422744
Cases	3	entorhinal	H2A1G2*footyrs	0.149	276	-0.058	0.05	0.250909375666524	0.501818751333048
Cases	1	inforbfront	H2A1G2	0.148	305	-0.049	0.222	0.824014950317953	0.944826995396566
Cases	2	inforbfront	H2A1G2	0.149	276	-0.027	0.236	0.90913072464167	0.97916542226359
Cases	3	inforbfront	H2A1G2*footyrs	0.149	276	-0.054	0.046	0.241023611846935	0.501818751333048
Cases	1	infpar	H2A1G2	0.148	305	0.028	0.224	0.899372961462255	0.944826995396566
Cases	2	infpar	H2A1G2	0.149	276	0.031	0.241	0.896857462809407	0.97916542226359
Cases	3	infpar	H2A1G2*footyrs	0.149	276	-0.078	0.045	0.0838300186246634	0.501818751333048
Cases	1	loccoer	H2A1G2	0.148	305	-0.257	0.236	0.277237878551798	0.491928032399205
Cases	2	loccoer	H2A1G2	0.149	276	-0.223	0.257	0.38697326929542	0.58045990394313
Cases	3	loccoer	H2A1G2*footyrs	0.149	276	0.009	0.052	0.866266064396158	0.866266064396158
Cases	1	midfront	H2A1G2	0.148	305	0.048	0.226	0.833076542966926	0.944826995396566
Cases	2	midfront	H2A1G2	0.149	276	0.118	0.241	0.625730955099797	0.834307940133063
Cases	3	midfront	H2A1G2*footyrs	0.149	276	-0.009	0.047	0.845244722548234	0.866266064396158
Cases	1	suptemp	H2A1G2	0.148	305	0.016	0.232	0.944826995396566	0.944826995396566
Cases	2	suptemp	H2A1G2	0.149	276	0.006	0.246	0.97916542226359	0.97916542226359
Cases	3	suptemp	H2A1G2*footyrs	0.149	276	-0.064	0.046	0.165994982293336	0.501818751333048
Cases	1	CTEstage	H2A1G2	0.148	304	-0.24	0.225	0.286958018899536	0.491928032399205
Cases	2	CTEstage	H2A1G2	0.149	276	-0.267	0.243	0.272585668496601	0.467289717422744
Cases	3	CTEstage	H2A1G2*footyrs	0.149	276	-0.023	0.051	0.652534398146785	0.866266064396158
Cases	1	subnigra	H2A1G2	0.148	305	-0.481	0.219	0.0292250294780783	0.116900117912313
Cases	2	subnigra	H2A1G2	0.149	276	-0.512	0.239	0.0329765551469872	0.131906220587949
Cases	3	subnigra	H2A1G2*footyrs	0.149	276	-0.061	0.045	0.175219772271941	0.501818751333048
