Subjects	Model	Phenotype	Predictor	Freq	N	Effect	SE	P.value	FDR
All	1	amygdala	H1B1G4	0.001	447	-12.751	0.05	0.949292110158187	0.992193141836097
All	2	amygdala	H1B1G4	0.001	383	-14.221	0.047	0.983161655512797	0.992435115694201
All	3	amygdala	H1B1G4*footyrs	0.001	383	All	3	amygdala	NA
All	1	CA1	H1B1G4	0.001	447	-13.023	0.047	0.963630578505793	0.992193141836097
All	2	CA1	H1B1G4	0.001	383	-13.414	0.056	0.98033142679946	0.992435115694201
All	3	CA1	H1B1G4*footyrs	0.001	383	All	3	CA1	NA
All	1	CA2	H1B1G4	0.001	447	-11.46	0.226	0.99195845880968	0.992193141836097
All	2	CA2	H1B1G4	0.001	383	-11.491	0.282	0.987071259282754	0.992435115694201
All	3	CA2	H1B1G4*footyrs	0.001	383	All	3	CA2	NA
All	1	CA4	H1B1G4	0.001	447	-12.468	0.101	0.942495137679125	0.992193141836097
All	2	CA4	H1B1G4	0.001	383	-13.725	0.141	0.980809063810465	0.992435115694201
All	3	CA4	H1B1G4*footyrs	0.001	383	All	3	CA4	NA
All	1	entorhinal	H1B1G4	0.001	447	0.2	1.821	0.912488849167898	0.992193141836097
All	2	entorhinal	H1B1G4	0.001	383	-0.151	1.9	0.93690208919348	0.992435115694201
All	3	entorhinal	H1B1G4*footyrs	0.001	383	All	3	entorhinal	NA
All	1	inforbfront	H1B1G4	0.001	447	-12.398	0.018	0.72315382597463	0.992193141836097
All	2	inforbfront	H1B1G4	0.001	383	-12.878	0.032	0.79073765492954	0.992435115694201
All	3	inforbfront	H1B1G4*footyrs	0.001	383	All	3	inforbfront	NA
All	1	infpar	H1B1G4	0.001	447	-12.743	0.318	0.992193141836097	0.992193141836097
All	2	infpar	H1B1G4	0.001	383	-12.848	0.409	0.992435115694201	0.992435115694201
All	3	infpar	H1B1G4*footyrs	0.001	383	All	3	infpar	NA
All	1	loccoer	H1B1G4	0.001	447	-0.397	1.767	0.822421508113099	0.992193141836097
All	2	loccoer	H1B1G4	0.001	383	-0.763	1.836	0.677716472940793	0.992435115694201
All	3	loccoer	H1B1G4*footyrs	0.001	383	All	3	loccoer	NA
All	1	midfront	H1B1G4	0.001	447	-13.982	0.021	0.856718124168465	0.992193141836097
All	2	midfront	H1B1G4	0.001	383	-14.404	0.042	0.844477602805087	0.992435115694201
All	3	midfront	H1B1G4*footyrs	0.001	383	All	3	midfront	NA
All	1	suptemp	H1B1G4	0.001	447	-13.768	0.085	0.990807031212931	0.992193141836097
All	2	suptemp	H1B1G4	0.001	383	-15.827	0.12	0.991015006075993	0.992435115694201
All	3	suptemp	H1B1G4*footyrs	0.001	383	All	3	suptemp	NA
All	1	CTEstage	H1B1G4	0.001	446	-13.19	0	0	0
All	2	CTEstage	H1B1G4	0.001	383	-15.055	0	0	0
All	3	CTEstage	H1B1G4*footyrs	0.001	383	All	3	CTEstage	NA
All	1	subnigra	H1B1G4	0.001	447	-11.321	0.019	0.500227851787068	0.992193141836097
All	2	subnigra	H1B1G4	0.001	383	-12.23	0.032	0.847140559099927	0.992435115694201
All	3	subnigra	H1B1G4*footyrs	0.001	383	All	3	subnigra	NA
