Subjects	Model	Phenotype	Predictor	Freq	N	Effect	SE	P.value	FDR
Cases	1	amygdala	H1B3G1	0.005	305	-1.139	1.012	0.261365306408745	0.433825627576885
Cases	2	amygdala	H1B3G1	0.004	276	-2.695	1.244	0.0311943174985769	0.0935829524957307
Cases	3	amygdala	H1B3G1*footyrs	0.004	276	-0.255	0.252	0.312565286656705	0.416753715542273
Cases	1	CA1	H1B3G1	0.005	305	-1.393	1.071	0.19426471651701	0.433825627576885
Cases	2	CA1	H1B3G1	0.004	276	-3.041	1.391	0.029676245772928	0.0935829524957307
Cases	3	CA1	H1B3G1*footyrs	0.004	276	2.636	0.057	0	0
Cases	1	CA2	H1B3G1	0.005	305	0.076	0.97	0.937715887591951	0.999703417761606
Cases	2	CA2	H1B3G1	0.004	276	-0.206	1.31	0.874937652614378	0.954477439215685
Cases	3	CA2	H1B3G1*footyrs	0.004	276	-0.658	0.059	0	0
Cases	1	CA4	H1B3G1	0.005	305	-1.196	1.126	0.289217085051257	0.433825627576885
Cases	2	CA4	H1B3G1	0.004	276	-0.934	1.457	0.52228728541678	0.744949775417954
Cases	3	CA4	H1B3G1*footyrs	0.004	276	-2.764	0.065	0	0
Cases	1	entorhinal	H1B3G1	0.005	305	-0.753	1.013	0.457818702764814	0.549382443317777
Cases	2	entorhinal	H1B3G1	0.004	276	-1.761	1.339	0.189758126234209	0.379516252468418
Cases	3	entorhinal	H1B3G1*footyrs	0.004	276	-0.847	0.061	0	0
Cases	1	inforbfront	H1B3G1	0.005	305	-1.792	1.063	0.0929539501541163	0.371815800616465
Cases	2	inforbfront	H1B3G1	0.004	276	-1.264	1.166	0.27936165910166	0.478905701317131
Cases	3	inforbfront	H1B3G1*footyrs	0.004	276	0.147	0.248	0.553039270519477	0.663647124623372
Cases	1	infpar	H1B3G1	0.005	305	-1.224	1.104	0.268289243905801	0.433825627576885
Cases	2	infpar	H1B3G1	0.004	276	-0.699	1.32	0.59671519964314	0.744949775417954
Cases	3	infpar	H1B3G1*footyrs	0.004	276	4.001	0.093	0	0
Cases	1	loccoer	H1B3G1	0.005	305	-3.546	1.094	0.00133324392907075	0.015998927148849
Cases	2	loccoer	H1B3G1	0.004	276	-4.798	1.367	0.00052804386003702	0.00316826316022212
Cases	3	loccoer	H1B3G1*footyrs	0.004	276	0.659	0.082	1.01960595522144e-09	1.52940893283216e-09
Cases	1	midfront	H1B3G1	0.005	305	-2.39	1.067	0.0258589637580089	0.155153782548053
Cases	2	midfront	H1B3G1	0.004	276	-2.277	1.16	0.0507061628085421	0.121694790740501
Cases	3	midfront	H1B3G1*footyrs	0.004	276	0.101	0.248	0.68312000298214	0.745221821435062
Cases	1	suptemp	H1B3G1	0.005	305	1.091	1.209	0.367381821598344	0.489842428797792
Cases	2	suptemp	H1B3G1	0.004	276	13.64	0.056	0.99040021308064	0.99040021308064
Cases	3	suptemp	H1B3G1*footyrs	0.004	276	-0.055	0.017	0.935844078850509	0.935844078850509
Cases	1	CTEstage	H1B3G1	0.005	304	0	1.16	0.999703417761606	0.999703417761606
Cases	2	CTEstage	H1B3G1	0.004	276	10.606	0	0	0
Cases	3	CTEstage	H1B3G1*footyrs	0.004	276	0.029	0	0	0
Cases	1	subnigra	H1B3G1	0.005	305	-1.191	1.105	0.28168408076201	0.433825627576885
Cases	2	subnigra	H1B3G1	0.004	276	-0.726	1.465	0.620791479514962	0.744949775417954
Cases	3	subnigra	H1B3G1*footyrs	0.004	276	-2.749	0.062	0	0
