Subjects	Model	Phenotype	Predictor	Freq	N	Effect	SE	P.value	FDR	Perm_P
All	1	CTE	H1B1G3	0.046	447	-0.15	0.376	0.690000030268046	0.871578985601742	1
All	1	DementiaHx	H1B1G3	0.045	430	-0.698	0.413	0.0915586123937104	0.289848052831045	0.513
All	1	amygdala	H1B1G3	0.046	447	-0.045	0.32	0.887672952831571	0.992193141836097	1
All	1	CA1	H1B1G3	0.046	447	-0.447	0.311	0.150933517108782	0.494015543629474	0.683
All	1	CA2	H1B1G3	0.046	447	0.012	0.317	0.969107115467906	0.992193141836097	1
All	1	CA4	H1B1G3	0.046	447	-0.419	0.325	0.197963660589013	0.580693404394438	0.802
All	1	entorhinal	H1B1G3	0.046	447	-0.285	0.331	0.390329748795434	0.837780924243858	0.985
All	1	inforbfront	H1B1G3	0.046	447	-0.133	0.316	0.67289903277127	0.992193141836097	1
All	1	infpar	H1B1G3	0.046	447	-0.251	0.315	0.425217579195855	0.870212720214773	0.992
All	1	loccoer	H1B1G3	0.046	447	-0.204	0.331	0.537638630961176	0.927962703695014	0.999
All	1	midfront	H1B1G3	0.046	447	-0.201	0.311	0.517952352492543	0.927962703695014	0.999
All	1	suptemp	H1B1G3	0.046	447	0.078	0.309	0.800139250795484	0.992193141836097	1
All	1	CTEstage	H1B1G3	0.046	446	-0.359	0.306	0.241305477791828	0.482610955583656	0.864
All	1	subnigra	H1B1G3	0.046	447	0.229	0.313	0.464875117392338	0.927962703695014	0.997
