Subjects	Model	Phenotype	Predictor	Freq	N	Effect	SE	P.value	FDR	Perm_P
All	1	CTE	H1B1G4	0.001	447	-14.149	535.412	0.978929821784262	0.985033879849898	1
All	1	DementiaHx	H1B1G4	0.001	430	-16.569	882.744	0.985033879849898	0.985033879849898	1
All	1	amygdala	H1B1G4	0.001	447	-12.751	0.05	0.949292112035564	0.992193141836097	0.998946259220232
All	1	CA1	H1B1G4	0.001	447	-13.023	0.047	0.963630579431678	0.992193141836097	1
All	1	CA2	H1B1G4	0.001	447	-11.46	0.226	0.991958458809677	0.992193141836097	1
All	1	CA4	H1B1G4	0.001	447	-12.468	0.101	0.942495137760972	0.992193141836097	0.997892518440464
All	1	entorhinal	H1B1G4	0.001	447	0.2	1.821	0.912488849227375	0.992193141836097	0.997892518440464
All	1	inforbfront	H1B1G4	0.001	447	-12.398	0.018	0.723153816872868	0.992193141836097	0.979978925184405
All	1	infpar	H1B1G4	0.001	447	-12.743	0.318	0.992193141836097	0.992193141836097	1
All	1	loccoer	H1B1G4	0.001	447	-0.397	1.767	0.822421507956708	0.992193141836097	0.992623814541623
All	1	midfront	H1B1G4	0.001	447	-13.982	0.021	0.856718116637335	0.992193141836097	0.995785036880927
All	1	suptemp	H1B1G4	0.001	447	-13.768	0.085	0.99080703121293	0.992193141836097	1
All	1	CTEstage	H1B1G4	0.001	446	-13.19	0	0	0	0
All	1	subnigra	H1B1G4	0.001	447	-11.321	0.019	0.500227844448799	0.927962703695014	0.893572181243414
