Subjects	Model	Phenotype	Predictor	Freq	N	Effect	SE	P.value	FDR
Euro	1	CTE	H1B1G1	0.483	458	0.19	0.218	0.382705310579417	0.683180517510208
Euro	1	DementiaHx	H1B1G1	0.482	440	0.502	0.253	0.0482890281912105	0.193156112764842
Euro	1	amygdala	H1B1G1	0.483	458	0.309	0.179	0.0844677580885653	0.252522407746528
Euro	1	CA1	H1B1G1	0.483	458	0.195	0.177	0.269853937225166	0.434706647659961
Euro	1	CA2	H1B1G1	0.483	458	0.437	0.179	0.0147617459792815	0.0811896028860482
Euro	1	CA4	H1B1G1	0.483	458	0.487	0.181	0.00753616124265344	0.0811896028860482
Euro	1	entorhinal	H1B1G1	0.483	458	0.31	0.183	0.0918263300896467	0.252522407746528
Euro	1	inforbfront	H1B1G1	0.483	458	0.208	0.176	0.23661388898535	0.434706647659961
Euro	1	infpar	H1B1G1	0.483	458	0.138	0.177	0.435498944866882	0.576342766121182
Euro	1	loccoer	H1B1G1	0.483	458	0.08	0.179	0.653175680353022	0.718493248388324
Euro	1	midfront	H1B1G1	0.483	458	0.126	0.175	0.471553172280967	0.576342766121182
Euro	1	suptemp	H1B1G1	0.483	458	0.193	0.177	0.276631503056339	0.434706647659961
Euro	1	CTEstage	H1B1G1	0.481	457	0.114	0.174	0.512385388132656	0.683180517510208
Euro	1	subnigra	H1B1G1	0.483	458	0.026	0.175	0.883459172215973	0.883459172215973
Euro	1	AT8PositiveTissue.log	H1B1G1	0.483	458	0.046	0.206	0.824531670778909	0.824531670778909
