Subjects	Model	Phenotype	Predictor	Freq	N	Effect	SE	P.value	FDR
All	1	CTE	H1B1G1	0.642	447	0.37	0.229	0.107596564319311	0.107596564319311
All	1	DementiaHx	H1B1G1	0.651	430	0.866	0.273	0.00162933027390322	0.00651732109561288
All	1	amygdala	H1B1G1	0.642	447	0.461	0.193	0.0172974724361468	0.0446216157634157
All	1	CA1	H1B1G1	0.642	447	0.286	0.189	0.130518657089005	0.143570522797906
All	1	CA2	H1B1G1	0.642	447	0.435	0.194	0.0254200017313913	0.0446216157634157
All	1	CA4	H1B1G1	0.642	447	0.427	0.194	0.0283955736676282	0.0446216157634157
All	1	entorhinal	H1B1G1	0.642	447	0.531	0.197	0.00724511409421336	0.0398481275181735
All	1	inforbfront	H1B1G1	0.642	447	0.437	0.191	0.0226230567888939	0.0446216157634157
All	1	infpar	H1B1G1	0.642	447	0.394	0.193	0.0418194118173814	0.0575016912488994
All	1	loccoer	H1B1G1	0.642	447	0.06	0.192	0.754047791893095	0.754047791893095
All	1	midfront	H1B1G1	0.642	447	0.446	0.188	0.018058259207216	0.0446216157634157
All	1	suptemp	H1B1G1	0.642	447	0.542	0.194	0.00540367728800528	0.0398481275181735
All	1	CTEstage	H1B1G1	0.641	446	0.401	0.188	0.0338806993936074	0.0451742658581432
All	1	subnigra	H1B1G1	0.642	447	0.376	0.19	0.0491632405932216	0.0600884051694931
All	1	AT8PositiveTissue.log	H1B1G1	0.642	447	0.515	0.22	0.0194534109526914	0.0389068219053828
