Subjects	Model	Phenotype	Predictor	Freq	N	Effect	SE	P.value	FDR
All	1	amygdala	H1B1G2	0.125	526	-0.156	0.178	0.381099073559052	0.813423322103794
All	2	amygdala	H1B1G2	0.131	447	-0.25	0.195	0.200951894630258	0.644129966222406
All	3	amygdala	H1B1G2*footyrs	0.131	447	-0.022	0.036	0.543946911822101	0.96018221370122
All	1	CA1	H1B1G2	0.125	526	-0.04	0.172	0.816499414502758	0.879973053274005
All	2	CA1	H1B1G2	0.131	447	-0.08	0.184	0.665999269927849	0.887999026570465
All	3	CA1	H1B1G2*footyrs	0.131	447	0.028	0.032	0.383954848812256	0.96018221370122
All	1	CA2	H1B1G2	0.125	526	0.084	0.176	0.633332547302526	0.813423322103794
All	2	CA2	H1B1G2	0.131	447	-0.006	0.188	0.975462895833526	0.975462895833526
All	3	CA2	H1B1G2*footyrs	0.131	447	0.01	0.034	0.774884294536278	0.96018221370122
All	1	CA4	H1B1G2	0.125	526	0.13	0.177	0.462365148041163	0.813423322103794
All	2	CA4	H1B1G2	0.131	447	0.036	0.193	0.852058142641188	0.929517973790387
All	3	CA4	H1B1G2*footyrs	0.131	447	-0.047	0.034	0.167226016481872	0.96018221370122
All	1	entorhinal	H1B1G2	0.125	526	-0.076	0.179	0.673706198291442	0.813423322103794
All	2	entorhinal	H1B1G2	0.131	447	-0.087	0.196	0.656434380211849	0.887999026570465
All	3	entorhinal	H1B1G2*footyrs	0.131	447	0.002	0.036	0.951904853511239	0.96018221370122
All	1	inforbfront	H1B1G2	0.125	526	-0.027	0.178	0.879973053274005	0.879973053274005
All	2	inforbfront	H1B1G2	0.131	447	-0.165	0.194	0.397270874267399	0.794541748534798
All	3	inforbfront	H1B1G2*footyrs	0.131	447	-0.018	0.034	0.599225508569298	0.96018221370122
All	1	infpar	H1B1G2	0.125	526	-0.112	0.172	0.517170694441873	0.813423322103794
All	2	infpar	H1B1G2	0.131	447	-0.23	0.185	0.214709988740802	0.644129966222406
All	3	infpar	H1B1G2*footyrs	0.131	447	-0.004	0.033	0.899294698035149	0.96018221370122
All	1	loccoer	H1B1G2	0.125	526	0.136	0.176	0.43944544007025	0.813423322103794
All	2	loccoer	H1B1G2	0.131	447	0.055	0.19	0.772034873347504	0.926441848017005
All	3	loccoer	H1B1G2*footyrs	0.131	447	0.002	0.034	0.96018221370122	0.96018221370122
All	1	midfront	H1B1G2	0.125	526	-0.107	0.174	0.539678062567385	0.813423322103794
All	2	midfront	H1B1G2	0.131	447	-0.269	0.19	0.157219795191441	0.644129966222406
All	3	midfront	H1B1G2*footyrs	0.131	447	-0.033	0.034	0.322363085748675	0.96018221370122
All	1	suptemp	H1B1G2	0.125	526	-0.18	0.176	0.309082219655383	0.813423322103794
All	2	suptemp	H1B1G2	0.131	447	-0.312	0.19	0.101897367910966	0.644129966222406
All	3	suptemp	H1B1G2*footyrs	0.131	447	-0.012	0.033	0.724004932172389	0.96018221370122
All	1	CTEstage	H1B1G2	0.124	525	-0.072	0.172	0.677852768419828	0.813423322103794
All	2	CTEstage	H1B1G2	0.131	447	-0.099	0.188	0.600400506340613	0.887999026570465
All	3	CTEstage	H1B1G2*footyrs	0.131	447	-0.037	0.036	0.302328442350298	0.96018221370122
All	1	subnigra	H1B1G2	0.125	526	-0.102	0.175	0.560866469669831	0.813423322103794
All	2	subnigra	H1B1G2	0.131	447	-0.174	0.19	0.359537477982141	0.794541748534798
All	3	subnigra	H1B1G2*footyrs	0.131	447	-0.021	0.036	0.550086381211395	0.96018221370122
