Subjects	Model	Phenotype	Predictor	Freq	N	Effect	SE	P.value	FDR
All	1	amygdala	H2A1G2	0.119	526	-0.435	0.182	0.0169253042416007	0.0710759694956643
All	2	amygdala	H2A1G2	0.114	447	-0.349	0.207	0.092904709711082	0.278714129133246
All	3	amygdala	H2A1G2*footyrs	0.114	447	-0.074	0.039	0.0561256250738398	0.168376875221519
All	1	CA1	H2A1G2	0.119	526	-0.352	0.187	0.0600760702601482	0.120152140520296
All	2	CA1	H2A1G2	0.114	447	-0.297	0.213	0.165016087516747	0.331944760797418
All	3	CA1	H2A1G2*footyrs	0.114	447	-0.039	0.039	0.316493328292398	0.474739992438597
All	1	CA2	H2A1G2	0.119	526	-0.418	0.184	0.0236919898318881	0.0710759694956643
All	2	CA2	H2A1G2	0.114	447	-0.435	0.211	0.0398080577428579	0.238848346457147
All	3	CA2	H2A1G2*footyrs	0.114	447	-0.012	0.039	0.756249230424282	0.756249230424282
All	1	CA4	H2A1G2	0.119	526	-0.572	0.186	0.00222172867616477	0.0266607441139772
All	2	CA4	H2A1G2	0.114	447	-0.547	0.216	0.0119737518990148	0.143685022788178
All	3	CA4	H2A1G2*footyrs	0.114	447	-0.089	0.04	0.0261231989167134	0.168376875221519
All	1	entorhinal	H2A1G2	0.119	526	-0.185	0.187	0.32329594738413	0.484943921076195
All	2	entorhinal	H2A1G2	0.114	447	-0.113	0.219	0.605005647415143	0.806674196553524
All	3	entorhinal	H2A1G2*footyrs	0.114	447	-0.089	0.042	0.0353583424660995	0.168376875221519
All	1	inforbfront	H2A1G2	0.119	526	-0.036	0.179	0.839841871992067	0.950736705735813
All	2	inforbfront	H2A1G2	0.114	447	0.046	0.205	0.823660309401435	0.823660309401435
All	3	inforbfront	H2A1G2*footyrs	0.114	447	-0.063	0.038	0.103479624141495	0.17739364138542
All	1	infpar	H2A1G2	0.119	526	-0.011	0.182	0.950736705735813	0.950736705735813
All	2	infpar	H2A1G2	0.114	447	0.075	0.21	0.722295642691844	0.823660309401435
All	3	infpar	H2A1G2*footyrs	0.114	447	-0.067	0.038	0.0802495745632621	0.17739364138542
All	1	loccoer	H2A1G2	0.119	526	-0.358	0.184	0.0524175339539577	0.120152140520296
All	2	loccoer	H2A1G2	0.114	447	-0.226	0.212	0.288050558358823	0.493800957186554
All	3	loccoer	H2A1G2*footyrs	0.114	447	-0.019	0.041	0.645024191130526	0.703662753960574
All	1	midfront	H2A1G2	0.119	526	0.019	0.18	0.916226904845284	0.950736705735813
All	2	midfront	H2A1G2	0.114	447	0.156	0.206	0.450336564365209	0.675504846547814
All	3	midfront	H2A1G2*footyrs	0.114	447	-0.031	0.04	0.442253635445963	0.589671513927951
All	1	suptemp	H2A1G2	0.119	526	-0.066	0.186	0.72060574866064	0.950736705735813
All	2	suptemp	H2A1G2	0.114	447	0.064	0.209	0.760561528856982	0.823660309401435
All	3	suptemp	H2A1G2*footyrs	0.114	447	-0.063	0.038	0.0964594759355704	0.17739364138542
All	1	CTEstage	H2A1G2	0.119	525	0.223	0.175	0.204133312078219	0.349942820705518
All	2	CTEstage	H2A1G2	0.114	447	0.369	0.202	0.0680108148078467	0.272043259231387
All	3	CTEstage	H2A1G2*footyrs	0.114	447	-0.019	0.042	0.643790311178711	0.703662753960574
All	1	subnigra	H2A1G2	0.119	526	-0.424	0.182	0.0205660518747064	0.0710759694956643
All	2	subnigra	H2A1G2	0.114	447	-0.288	0.208	0.165972380398709	0.331944760797418
All	3	subnigra	H2A1G2*footyrs	0.114	447	-0.078	0.038	0.0443744211294415	0.168376875221519
