Subjects	Model	Phenotype	Predictor	Freq	N	Effect	SE	P.value	FDR
All	1	amygdala	H1B1G4	0.001	526	-13.73	0.027	0.924824283649984	0.991495319283903
All	2	amygdala	H1B1G4	0.001	447	-13.907	0.024	0.804818317415769	0.991759470879422
All	3	amygdala	H1B1G4*footyrs	0.001	447	All	3	amygdala	NA
All	1	CA1	H1B1G4	0.001	526	-13.785	0.039	0.990044403829657	0.991495319283903
All	2	CA1	H1B1G4	0.001	447	-14.257	0.041	0.990060690103642	0.991759470879422
All	3	CA1	H1B1G4*footyrs	0.001	447	All	3	CA1	NA
All	1	CA2	H1B1G4	0.001	526	-12.779	0.158	0.991495319283903	0.991495319283903
All	2	CA2	H1B1G4	0.001	447	-12.996	0.136	0.991329452781439	0.991759470879422
All	3	CA2	H1B1G4*footyrs	0.001	447	All	3	CA2	NA
All	1	CA4	H1B1G4	0.001	526	-12.864	0.067	0.977411671895499	0.991495319283903
All	2	CA4	H1B1G4	0.001	447	-12.819	0.101	0.963721761870308	0.991759470879422
All	3	CA4	H1B1G4*footyrs	0.001	447	All	3	CA4	NA
All	1	entorhinal	H1B1G4	0.001	526	-1.477	1.683	0.380729975599017	0.991495319283903
All	2	entorhinal	H1B1G4	0.001	447	-1.375	1.734	0.428067502951697	0.991759470879422
All	3	entorhinal	H1B1G4*footyrs	0.001	447	All	3	entorhinal	NA
All	1	inforbfront	H1B1G4	0.001	526	-13.971	0.039	0.990029883226963	0.991495319283903
All	2	inforbfront	H1B1G4	0.001	447	-14.274	0.047	0.99017942511484	0.991759470879422
All	3	inforbfront	H1B1G4*footyrs	0.001	447	All	3	inforbfront	NA
All	1	infpar	H1B1G4	0.001	526	-13.027	0.157	0.991470370962312	0.991495319283903
All	2	infpar	H1B1G4	0.001	447	-12.853	0.207	0.991759470879422	0.991759470879422
All	3	infpar	H1B1G4*footyrs	0.001	447	All	3	infpar	NA
All	1	loccoer	H1B1G4	0.001	526	-1.702	1.647	0.301867876138552	0.991495319283903
All	2	loccoer	H1B1G4	0.001	447	-2.062	1.696	0.224715163819407	0.991759470879422
All	3	loccoer	H1B1G4*footyrs	0.001	447	All	3	loccoer	NA
All	1	midfront	H1B1G4	0.001	526	-13.821	0.016	0.858184334624714	0.991495319283903
All	2	midfront	H1B1G4	0.001	447	-13.606	0.027	0.811190921841731	0.991759470879422
All	3	midfront	H1B1G4*footyrs	0.001	447	All	3	midfront	NA
All	1	suptemp	H1B1G4	0.001	526	-14.524	0.073	0.990609342637838	0.991495319283903
All	2	suptemp	H1B1G4	0.001	447	-14.854	0.098	0.990878262623619	0.991759470879422
All	3	suptemp	H1B1G4*footyrs	0.001	447	All	3	suptemp	NA
All	1	CTEstage	H1B1G4	0.001	525	-13.503	0	0	0
All	2	CTEstage	H1B1G4	0.001	447	-14.058	0	0	0
All	3	CTEstage	H1B1G4*footyrs	0.001	447	All	3	CTEstage	NA
All	1	subnigra	H1B1G4	0.001	526	-12.098	0.012	0.617033558869376	0.991495319283903
All	2	subnigra	H1B1G4	0.001	447	-12.346	0.021	0.844852066343369	0.991759470879422
All	3	subnigra	H1B1G4*footyrs	0.001	447	All	3	subnigra	NA
