Subjects	Model	Phenotype	Predictor	Freq	N	Effect	SE	P.value	FDR
All	1	amygdala	H1B1G1	0.415	526	0.406	0.127	0.00153420969209561	0.00920525815257366
All	2	amygdala	H1B1G1	0.425	447	0.388	0.139	0.00547168991165981	0.0164150697349794
All	3	amygdala	H1B1G1*footyrs	0.425	447	0.002	0.026	0.929000807911538	0.929000807911538
All	1	CA1	H1B1G1	0.415	526	0.206	0.126	0.103544338777199	0.112957460484217
All	2	CA1	H1B1G1	0.425	447	0.181	0.137	0.187363308245851	0.21383045188001
All	3	CA1	H1B1G1*footyrs	0.425	447	-0.017	0.025	0.503949926890595	0.837671257438096
All	1	CA2	H1B1G1	0.415	526	0.255	0.126	0.043505340778704	0.0522064089344448
All	2	CA2	H1B1G1	0.425	447	0.193	0.138	0.16298214886337	0.21383045188001
All	3	CA2	H1B1G1*footyrs	0.425	447	-0.021	0.027	0.443819922070687	0.837671257438096
All	1	CA4	H1B1G1	0.415	526	0.278	0.127	0.0295033309993125	0.03933777466575
All	2	CA4	H1B1G1	0.425	447	0.181	0.14	0.196011247556676	0.21383045188001
All	3	CA4	H1B1G1*footyrs	0.425	447	0.017	0.028	0.547838947596244	0.837671257438096
All	1	entorhinal	H1B1G1	0.415	526	0.356	0.131	0.0068877087589827	0.0206631262769481
All	2	entorhinal	H1B1G1	0.425	447	0.276	0.144	0.0561593757901293	0.0962732156402216
All	3	entorhinal	H1B1G1*footyrs	0.425	447	-0.007	0.028	0.795121591983649	0.875246384075328
All	1	inforbfront	H1B1G1	0.415	526	0.314	0.123	0.0111320161430439	0.021563676138109
All	2	inforbfront	H1B1G1	0.425	447	0.383	0.135	0.00470401138260756	0.0164150697349794
All	3	inforbfront	H1B1G1*footyrs	0.425	447	0.014	0.025	0.558447504958731	0.837671257438096
All	1	infpar	H1B1G1	0.415	526	0.374	0.125	0.00290218349079985	0.0116087339631994
All	2	infpar	H1B1G1	0.425	447	0.413	0.138	0.00291520891931452	0.0164150697349794
All	3	infpar	H1B1G1*footyrs	0.425	447	-0.025	0.025	0.323910537338414	0.837671257438096
All	1	loccoer	H1B1G1	0.415	526	0.182	0.128	0.154270111815678	0.154270111815678
All	2	loccoer	H1B1G1	0.425	447	0.105	0.14	0.455873536082768	0.455873536082768
All	3	loccoer	H1B1G1*footyrs	0.425	447	-0.009	0.027	0.749101827320015	0.875246384075328
All	1	midfront	H1B1G1	0.415	526	0.311	0.124	0.0121933790541364	0.021563676138109
All	2	midfront	H1B1G1	0.425	447	0.35	0.136	0.0104502331489242	0.0250805595574181
All	3	midfront	H1B1G1*footyrs	0.425	447	0.024	0.026	0.36464810357077	0.837671257438096
All	1	suptemp	H1B1G1	0.415	526	0.463	0.127	0.000288991884935585	0.00346790261922702
All	2	suptemp	H1B1G1	0.425	447	0.477	0.139	0.000663269540562172	0.00795923448674606
All	3	suptemp	H1B1G1*footyrs	0.425	447	-0.006	0.026	0.802309185402384	0.875246384075328
All	1	CTEstage	H1B1G1	0.415	525	0.293	0.123	0.0178679101710892	0.0268018652566338
All	2	CTEstage	H1B1G1	0.425	447	0.199	0.136	0.141911567765326	0.212867351647989
All	3	CTEstage	H1B1G1*footyrs	0.425	447	-0.042	0.027	0.122470797249192	0.837671257438096
All	1	subnigra	H1B1G1	0.415	526	0.309	0.123	0.0125788110805636	0.021563676138109
All	2	subnigra	H1B1G1	0.425	447	0.279	0.134	0.0388136201721203	0.0776272403442406
All	3	subnigra	H1B1G1*footyrs	0.425	447	-0.03	0.027	0.263394992712814	0.837671257438096
