Subjects	Model	Phenotype	Predictor	Freq	N	Effect	SE	P.value	FDR
Cases	1	amygdala	H2A2G2	0.034	364	0.21	0.41	0.609244783563487	0.905530330499061
Cases	2	amygdala	H2A2G2	0.035	328	0.511	0.437	0.243231411158543	0.681425801406755
Cases	3	amygdala	H2A2G2*footyrs	0.035	328	0.033	0.096	0.735524063456438	0.910655416839098
Cases	1	CA1	H2A2G2	0.034	364	0.202	0.374	0.590109088687033	0.905530330499061
Cases	2	CA1	H2A2G2	0.035	328	0.318	0.399	0.426137824225157	0.681425801406755
Cases	3	CA1	H2A2G2*footyrs	0.035	328	-0.035	0.081	0.665926647844103	0.910655416839098
Cases	1	CA2	H2A2G2	0.034	364	-0.348	0.378	0.358624743549481	0.905530330499061
Cases	2	CA2	H2A2G2	0.035	328	-0.27	0.411	0.511069351055066	0.681425801406755
Cases	3	CA2	H2A2G2*footyrs	0.035	328	-0.009	0.084	0.910655416839098	0.910655416839098
Cases	1	CA4	H2A2G2	0.034	364	-0.559	0.386	0.148791109688635	0.905530330499061
Cases	2	CA4	H2A2G2	0.035	328	-0.391	0.414	0.345493281518485	0.681425801406755
Cases	3	CA4	H2A2G2*footyrs	0.035	328	0.065	0.086	0.449871140179253	0.837560648571439
Cases	1	entorhinal	H2A2G2	0.034	364	-0.316	0.401	0.431821922282702	0.905530330499061
Cases	2	entorhinal	H2A2G2	0.035	328	-0.139	0.432	0.747762770027042	0.89731532403245
Cases	3	entorhinal	H2A2G2*footyrs	0.035	328	0.02	0.096	0.833701954363265	0.910655416839098
Cases	1	inforbfront	H2A2G2	0.034	364	0.096	0.367	0.79392183283193	0.905530330499061
Cases	2	inforbfront	H2A2G2	0.035	328	0.342	0.394	0.385905079686526	0.681425801406755
Cases	3	inforbfront	H2A2G2*footyrs	0.035	328	-0.087	0.076	0.251708440964144	0.837560648571439
Cases	1	infpar	H2A2G2	0.034	364	-0.487	0.372	0.192285388324486	0.905530330499061
Cases	2	infpar	H2A2G2	0.035	328	-0.422	0.396	0.287547800219073	0.681425801406755
Cases	3	infpar	H2A2G2*footyrs	0.035	328	-0.054	0.078	0.488577045000006	0.837560648571439
Cases	1	loccoer	H2A2G2	0.034	364	-0.126	0.387	0.745064131905846	0.905530330499061
Cases	2	loccoer	H2A2G2	0.035	328	-0.016	0.407	0.968452080105868	0.968452080105868
Cases	3	loccoer	H2A2G2*footyrs	0.035	328	0.011	0.083	0.889768367052539	0.910655416839098
Cases	1	midfront	H2A2G2	0.034	364	-0.02	0.374	0.957390300783975	0.957390300783975
Cases	2	midfront	H2A2G2	0.035	328	0.291	0.407	0.47611078776386	0.681425801406755
Cases	3	midfront	H2A2G2*footyrs	0.035	328	-0.105	0.081	0.195074687065596	0.837560648571439
Cases	1	suptemp	H2A2G2	0.034	364	-0.316	0.382	0.409078378436778	0.905530330499061
Cases	2	suptemp	H2A2G2	0.035	328	-0.05	0.409	0.90191145931695	0.968452080105868
Cases	3	suptemp	H2A2G2*footyrs	0.035	328	-0.067	0.082	0.413536041904237	0.837560648571439
Cases	1	CTEstage	H2A2G2	0.034	363	0.085	0.394	0.830069469624139	0.905530330499061
Cases	2	CTEstage	H2A2G2	0.035	328	0.501	0.428	0.242274158503312	0.681425801406755
Cases	3	CTEstage	H2A2G2*footyrs	0.035	328	0.077	0.1	0.444973700418904	0.837560648571439
Cases	1	subnigra	H2A2G2	0.034	364	0.142	0.401	0.723555303902562	0.905530330499061
Cases	2	subnigra	H2A2G2	0.035	328	0.525	0.425	0.218129566872881	0.681425801406755
Cases	3	subnigra	H2A2G2*footyrs	0.035	328	0.076	0.096	0.424093480653332	0.837560648571439
