Subjects	Model	Phenotype	Predictor	Freq	N	Effect	SE	P.value	FDR	Perm_P
All	1	CTE	H1B3G1	0.006	445	-0.604	1.063	0.56982448749293	0.828835618171535	0.905
All	1	DementiaHx	H1B3G1	0.006	428	-1.527	1.069	0.15414988610844	0.379445873497698	0.283
All	1	amygdala	H1B3G1	0.006	445	-1.171	0.804	0.1460193348174	0.475914869034489	0.583
All	1	CA1	H1B3G1	0.006	445	-1.178	0.84	0.161276881850295	0.50474187272889	0.617
All	1	CA2	H1B3G1	0.006	445	-0.502	0.828	0.544573875171651	0.90932550111932	0.997
All	1	CA4	H1B3G1	0.006	445	-1.503	0.988	0.129184531416719	0.473676615194636	0.53
All	1	entorhinal	H1B3G1	0.006	445	-0.917	0.801	0.252947172292969	0.713150611949126	0.817
All	1	inforbfront	H1B3G1	0.006	445	-1.864	0.917	0.0427282816262267	0.235005548944247	0.164
All	1	infpar	H1B3G1	0.006	445	-1.377	0.937	0.14242986274777	0.475914869034489	0.57
All	1	loccoer	H1B3G1	0.006	445	-2.222	0.955	0.0203916389352119	0.141195077628144	0.058
All	1	midfront	H1B3G1	0.006	445	-2.274	0.903	0.0121042809417014	0.118352969207747	0.031
All	1	suptemp	H1B3G1	0.006	445	0.148	0.831	0.85836055125415	0.999981319941542	1
All	1	CTEstage	H1B3G1	0.006	444	-0.029	0.857	0.972875539925616	0.990958500899745	1
All	1	subnigra	H1B3G1	0.006	445	-0.791	0.851	0.353249316587238	0.801907458354062	0.925
All	1	AT8PositiveTissue.log	H1B3G1	0.006	445	-1.541	0.993	0.121705361618749	0.324547630983331	0.213
