Subjects	Model	Phenotype	Predictor	Freq	N	Effect	SE	P.value	FDR	Perm_P
All	1	CTE	H1B1G1	0.387	445	0.272	0.169	0.108977752945444	0.324547630983331	0.304
All	1	DementiaHx	H1B1G1	0.391	428	0.658	0.209	0.00175137641776679	0.0280220226842686	0.007
All	1	amygdala	H1B1G1	0.387	445	0.419	0.142	0.00325985744417956	0.0737598945685796	0.018
All	1	CA1	H1B1G1	0.387	445	0.251	0.138	0.0690908246104343	0.303999628285911	0.318
All	1	CA2	H1B1G1	0.387	445	0.297	0.138	0.0316402461080929	0.185622777167478	0.145
All	1	CA4	H1B1G1	0.387	445	0.313	0.138	0.024078391113501	0.151349886999149	0.11
All	1	entorhinal	H1B1G1	0.387	445	0.414	0.145	0.00434954707148716	0.0737598945685796	0.023
All	1	inforbfront	H1B1G1	0.387	445	0.373	0.137	0.0066622008609456	0.0737598945685796	0.035
All	1	infpar	H1B1G1	0.387	445	0.402	0.139	0.0040871847019619	0.0737598945685796	0.021
All	1	loccoer	H1B1G1	0.387	445	0.092	0.139	0.508008806209294	0.90932550111932	0.992
All	1	midfront	H1B1G1	0.387	445	0.39	0.139	0.00512372407040562	0.0737598945685796	0.026
All	1	suptemp	H1B1G1	0.387	445	0.514	0.141	0.00029162273400396	0.0256628005923485	0.002
All	1	CTEstage	H1B1G1	0.386	444	0.304	0.136	0.0258157706374806	0.161843312790211	0.07
All	1	subnigra	H1B1G1	0.387	445	0.324	0.134	0.0163788665332616	0.141195077628144	0.088
All	1	AT8PositiveTissue.log	H1B1G1	0.387	445	0.45	0.159	0.00500193754580414	0.0533540004885775	0.016
