Subjects	Model	Phenotype	Predictor	Freq	N	Effect	SE	P.value	FDR	Perm_P
All	1	CTE	H2A2G2	0.038	445	-0.304	0.402	0.450320737870605	0.688818932993748	0.822
All	1	DementiaHx	H2A2G2	0.04	428	-0.112	0.454	0.804496820283834	0.919424937467239	0.997
All	1	amygdala	H2A2G2	0.038	445	0.241	0.341	0.479792783921474	0.906765835525929	0.984
All	1	CA1	H2A2G2	0.038	445	0.18	0.325	0.581387211055539	0.947445825423841	0.996
All	1	CA2	H2A2G2	0.038	445	-0.21	0.33	0.526270498899373	0.90932550111932	0.991
All	1	CA4	H2A2G2	0.038	445	-0.084	0.329	0.798708204268162	0.999981319941542	0.999
All	1	entorhinal	H2A2G2	0.038	445	-0.02	0.345	0.953792916123673	0.999981319941542	0.999
All	1	inforbfront	H2A2G2	0.038	445	0.053	0.321	0.87010376929421	0.999981319941542	0.999
All	1	infpar	H2A2G2	0.038	445	-0.309	0.323	0.339462716335451	0.801907458354062	0.908
All	1	loccoer	H2A2G2	0.038	445	0.014	0.328	0.965172236414918	0.999981319941542	0.999
All	1	midfront	H2A2G2	0.038	445	-0.096	0.318	0.762458454491816	0.999981319941542	0.999
All	1	suptemp	H2A2G2	0.038	445	-0.244	0.326	0.454150009369511	0.906765835525929	0.976
All	1	CTEstage	H2A2G2	0.038	444	-0.174	0.338	0.606029200696413	0.843171061838488	0.932
All	1	subnigra	H2A2G2	0.038	445	0.369	0.338	0.275535463707617	0.713150611949126	0.843
All	1	AT8PositiveTissue.log	H2A2G2	0.038	445	-0.162	0.397	0.683713059688924	0.875152716401823	0.972
